"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_probab0","arms_probab1","arms_probab2","arms_orig","open_probab0","open_probab1","open_orig","double_blind_probab0","double_blind_probab1","double_blind_orig","single_blind_probab0","single_blind_probab1","single_blind_orig","controlled_probab0","controlled_probab1","controlled_orig","parallel_group_probab0","parallel_group_probab1","parallel_group_orig","crossover_probab0","crossover_probab1","crossover_orig","randomised_probab0","randomised_probab1","randomised_orig"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.545996489468962e-06,0.0032534536439925432,0.9967420697212219,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0010545849800109863,0.998945415019989,"Yes",0.9997761845588684,0.00022382871247828007,"No",0.000887453556060791,0.9991125464439392,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9878150820732117,0.012184900231659412,"No",0.0013616681098937988,0.9986383318901062,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.545996489468962e-06,0.0032534536439925432,0.9967420697212219,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0010545849800109863,0.998945415019989,"Yes",0.9997761845588684,0.00022382871247828007,"No",0.000887453556060791,0.9991125464439392,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9878150820732117,0.012184900231659412,"No",0.0013616681098937988,0.9986383318901062,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",3.784798082051566e-06,0.001913071027956903,0.9980831146240234,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0009785890579223633,0.9990214109420776,"Yes",0.9998651146888733,0.00013489098637364805,"No",0.0008688569068908691,0.9991311430931091,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9910470843315125,0.008952907286584377,"No",0.001640021800994873,0.9983599781990051,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",3.784798082051566e-06,0.001913071027956903,0.9980831146240234,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0009785890579223633,0.9990214109420776,"Yes",0.9998651146888733,0.00013489098637364805,"No",0.0008688569068908691,0.9991311430931091,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9910470843315125,0.008952907286584377,"No",0.001640021800994873,0.9983599781990051,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",3.784798082051566e-06,0.001913071027956903,0.9980831146240234,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0009785890579223633,0.9990214109420776,"Yes",0.9998651146888733,0.00013489098637364805,"No",0.0008688569068908691,0.9991311430931091,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9910470843315125,0.008952907286584377,"No",0.001640021800994873,0.9983599781990051,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.545996489468962e-06,0.0032534536439925432,0.9967420697212219,"2+",0.9997043013572693,0.00029571569757536054,"No",0.0010545849800109863,0.998945415019989,"Yes",0.9997761845588684,0.00022382871247828007,"No",0.000887453556060791,0.9991125464439392,"Yes",0.1793765425682068,0.8206234574317932,"Yes",0.9878150820732117,0.012184900231659412,"No",0.0013616681098937988,0.9986383318901062,"Yes"
"2005-001678-28","A randomized explorative double-blind double-dummy multi-center parallel group study to assess sustainable efficacy of once daily vardenafil (10 mg) for 12 and 24 weeks versus vardenafil PRN in men with mild or mild to moderate erectile dysfunction","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","No","No","No","Yes","Yes","No","Yes","2+","Yes",3.44710656463576e-06,0.0009478441788814962,0.99904865026474,"-1",0.9977631568908691,0.0022368140053004026,"No",0.0025640130043029785,0.997435986995697,"Yes",0.9967096447944641,0.003290335414931178,"No",0.00770193338394165,0.9922980666160583,"Yes",0.007849454879760742,0.9921505451202393,"Yes",0.9987576007843018,0.0012423943262547255,"No",0.007472038269042969,0.992527961730957,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","FR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.3949962724145735e-06,0.0007676788954995573,0.999229907989502,"-1",0.9990410804748535,0.0009589417022652924,"No",0.0026521682739257812,0.9973478317260742,"Yes",0.9998786449432373,0.00012133969721617177,"No",0.0014989376068115234,0.9985010623931885,"Yes",0.5020961761474609,0.49790382385253906,"Yes",0.9995697736740112,0.0004302444576751441,"No",0.0024229884147644043,0.9975770115852356,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","GR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.3949962724145735e-06,0.0007676788954995573,0.999229907989502,"-1",0.9990410804748535,0.0009589417022652924,"No",0.0026521682739257812,0.9973478317260742,"Yes",0.9998786449432373,0.00012133969721617177,"No",0.0014989376068115234,0.9985010623931885,"Yes",0.5020961761474609,0.49790382385253906,"Yes",0.9995697736740112,0.0004302444576751441,"No",0.0024229884147644043,0.9975770115852356,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","HU","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.150788532162551e-06,0.0006338582024909556,0.9993639588356018,"-1",0.9990854263305664,0.0009145461954176426,"No",0.0071367621421813965,0.9928632378578186,"Yes",0.999682605266571,0.00031741888960823417,"No",0.0018602609634399414,0.9981397390365601,"Yes",0.37985217571258545,0.6201478242874146,"Yes",0.9978071451187134,0.0021928437054157257,"No",0.0042046308517456055,0.9957953691482544,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","BE","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.3949962724145735e-06,0.0007676788954995573,0.999229907989502,"-1",0.9990410804748535,0.0009589417022652924,"No",0.0026521682739257812,0.9973478317260742,"Yes",0.9998786449432373,0.00012133969721617177,"No",0.0014989376068115234,0.9985010623931885,"Yes",0.5020961761474609,0.49790382385253906,"Yes",0.9995697736740112,0.0004302444576751441,"No",0.0024229884147644043,0.9975770115852356,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","AT","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",2.3949962724145735e-06,0.0007676788954995573,0.999229907989502,"-1",0.9990410804748535,0.0009589417022652924,"No",0.0026521682739257812,0.9973478317260742,"Yes",0.9998786449432373,0.00012133969721617177,"No",0.0014989376068115234,0.9985010623931885,"Yes",0.5020961761474609,0.49790382385253906,"Yes",0.9995697736740112,0.0004302444576751441,"No",0.0024229884147644043,0.9975770115852356,"Yes"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","DK","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.8401669624145143e-05,0.9248313903808594,0.07514015585184097,"-1",0.0007761716842651367,0.9992238283157349,"Information not present in EudraCT",0.9994199872016907,0.000580036430619657,"Information not present in EudraCT",0.9996435642242432,0.00035641706199385226,"Information not present in EudraCT",0.8742709159851074,0.12572909891605377,"No",0.7969766855239868,0.20302331447601318,"No",0.9887436628341675,0.011256314814090729,"No",0.9295482039451599,0.07045180350542068,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","SE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.8401669624145143e-05,0.9248313903808594,0.07514015585184097,"-1",0.0007761716842651367,0.9992238283157349,"Information not present in EudraCT",0.9994199872016907,0.000580036430619657,"Information not present in EudraCT",0.9996435642242432,0.00035641706199385226,"Information not present in EudraCT",0.8742709159851074,0.12572909891605377,"No",0.7969766855239868,0.20302331447601318,"No",0.9887436628341675,0.011256314814090729,"No",0.9295482039451599,0.07045180350542068,"No"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","AT","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.8401669624145143e-05,0.9248313903808594,0.07514015585184097,"-1",0.0007761716842651367,0.9992238283157349,"Information not present in EudraCT",0.9994199872016907,0.000580036430619657,"Information not present in EudraCT",0.9996435642242432,0.00035641706199385226,"Information not present in EudraCT",0.8742709159851074,0.12572909891605377,"No",0.7969766855239868,0.20302331447601318,"No",0.9887436628341675,0.011256314814090729,"No",0.9295482039451599,0.07045180350542068,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","ES","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.8401669624145143e-05,0.9248313903808594,0.07514015585184097,"-1",0.0007761716842651367,0.9992238283157349,"Information not present in EudraCT",0.9994199872016907,0.000580036430619657,"Information not present in EudraCT",0.9996435642242432,0.00035641706199385226,"Information not present in EudraCT",0.8742709159851074,0.12572909891605377,"No",0.7969766855239868,0.20302331447601318,"No",0.9887436628341675,0.011256314814090729,"No",0.9295482039451599,0.07045180350542068,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","DE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.8401669624145143e-05,0.9248313903808594,0.07514015585184097,"-1",0.0007761716842651367,0.9992238283157349,"Information not present in EudraCT",0.9994199872016907,0.000580036430619657,"Information not present in EudraCT",0.9996435642242432,0.00035641706199385226,"Information not present in EudraCT",0.8742709159851074,0.12572909891605377,"No",0.7969766855239868,0.20302331447601318,"No",0.9887436628341675,0.011256314814090729,"No",0.9295482039451599,0.07045180350542068,"No"
