"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_proba0","arms_proba1","arms_orig","open_proba0","open_proba1","open_orig","double_blind_proba0","double_blind_proba1","double_blind_orig","single_blind_proba0","single_blind_proba1","single_blind_orig","controlled_proba0","controlled_proba1","controlled_orig","parallel_group_proba0","parallel_group_proba1","parallel_group_orig","crossover_proba0","crossover_proba1","crossover_orig","randomised_proba0","randomised_proba1","randomised_orig"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","BE","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.40763068199157715,0.29046374559402466,"2+",0.9999356269836426,6.439196295104921e-05,"No",0.000957817246671766,0.9990422129631042,"Yes",0.996829092502594,0.003170931013301015,"No",0.005544062238186598,0.9944559931755066,"Yes",0.04640483111143112,0.9535951614379883,"Yes",0.9883736371994019,0.011626357212662697,"No",0.001525098574347794,0.9984748959541321,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.40763068199157715,0.29046374559402466,"2+",0.9999356269836426,6.439196295104921e-05,"No",0.000957817246671766,0.9990422129631042,"Yes",0.996829092502594,0.003170931013301015,"No",0.005544062238186598,0.9944559931755066,"Yes",0.04640483111143112,0.9535951614379883,"Yes",0.9883736371994019,0.011626357212662697,"No",0.001525098574347794,0.9984748959541321,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","GB","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.3777421712875366,0.30413544178009033,"2+",0.9999414682388306,5.849451554240659e-05,"No",0.0009624908561818302,0.999037504196167,"Yes",0.9967944025993347,0.003205555025488138,"No",0.002953209448605776,0.9970467686653137,"Yes",0.019006216898560524,0.9809937477111816,"Yes",0.9879595041275024,0.012040551751852036,"No",0.0020774672739207745,0.9979225993156433,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","ES","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.3777421712875366,0.30413544178009033,"2+",0.9999414682388306,5.849451554240659e-05,"No",0.0009624908561818302,0.999037504196167,"Yes",0.9967944025993347,0.003205555025488138,"No",0.002953209448605776,0.9970467686653137,"Yes",0.019006216898560524,0.9809937477111816,"Yes",0.9879595041275024,0.012040551751852036,"No",0.0020774672739207745,0.9979225993156433,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","SE","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.3777421712875366,0.30413544178009033,"2+",0.9999414682388306,5.849451554240659e-05,"No",0.0009624908561818302,0.999037504196167,"Yes",0.9967944025993347,0.003205555025488138,"No",0.002953209448605776,0.9970467686653137,"Yes",0.019006216898560524,0.9809937477111816,"Yes",0.9879595041275024,0.012040551751852036,"No",0.0020774672739207745,0.9979225993156433,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","DE","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.40763068199157715,0.29046374559402466,"2+",0.9999356269836426,6.439196295104921e-05,"No",0.000957817246671766,0.9990422129631042,"Yes",0.996829092502594,0.003170931013301015,"No",0.005544062238186598,0.9944559931755066,"Yes",0.04640483111143112,0.9535951614379883,"Yes",0.9883736371994019,0.011626357212662697,"No",0.001525098574347794,0.9984748959541321,"Yes"
"2005-001678-28","A randomized explorative double-blind double-dummy multi-center parallel group study to assess sustainable efficacy of once daily vardenafil (10 mg) for 12 and 24 weeks versus vardenafil PRN in men with mild or mild to moderate erectile dysfunction","DE","Yes","No","No","ok","Yes","No","Yes","Yes","0","No","No","No","No","Yes","Yes","No","Yes","2+","Yes",0.4097749590873718,0.31730037927627563,"-1",0.9999417066574097,5.8273311879020184e-05,"No",0.001305304584093392,0.9986947178840637,"Yes",0.9969697594642639,0.00303027150221169,"No",0.0016494971932843328,0.9983505010604858,"Yes",0.00036218276363797486,0.9996378421783447,"Yes",0.9902811050415039,0.009718925692141056,"No",0.0012726329732686281,0.9987273812294006,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","DE","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","FR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.14608485996723175,0.29062655568122864,"-1",0.9999433755874634,5.665850403602235e-05,"No",0.0018867698963731527,0.9981132745742798,"Yes",0.9968724846839905,0.0031275309156626463,"No",0.0038543674163520336,0.9961456060409546,"Yes",0.7959420084953308,0.2040579915046692,"Yes",0.9916467070579529,0.00835336558520794,"No",0.0038616503588855267,0.9961383938789368,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","CZ","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","GR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.14608485996723175,0.29062655568122864,"-1",0.9999433755874634,5.665850403602235e-05,"No",0.0018867698963731527,0.9981132745742798,"Yes",0.9968724846839905,0.0031275309156626463,"No",0.0038543674163520336,0.9961456060409546,"Yes",0.7959420084953308,0.2040579915046692,"Yes",0.9916467070579529,0.00835336558520794,"No",0.0038616503588855267,0.9961383938789368,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","IT","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","HU","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","ES","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","GB","Yes","No","No","ok","Yes","No","No","Yes","0","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.36694905161857605,0.3312355875968933,"-1",0.999936580657959,6.338568346109241e-05,"No",0.0015652208821848035,0.9984347224235535,"Yes",0.9969306588172913,0.0030693889129906893,"No",0.002605576068162918,0.9973944425582886,"Yes",0.6230213642120361,0.3769786059856415,"Yes",0.9912460446357727,0.008753961883485317,"No",0.002383141778409481,0.9976168870925903,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","BE","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.14608485996723175,0.29062655568122864,"-1",0.9999433755874634,5.665850403602235e-05,"No",0.0018867698963731527,0.9981132745742798,"Yes",0.9968724846839905,0.0031275309156626463,"No",0.0038543674163520336,0.9961456060409546,"Yes",0.7959420084953308,0.2040579915046692,"Yes",0.9916467070579529,0.00835336558520794,"No",0.0038616503588855267,0.9961383938789368,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","AT","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",0.14608485996723175,0.29062655568122864,"-1",0.9999433755874634,5.665850403602235e-05,"No",0.0018867698963731527,0.9981132745742798,"Yes",0.9968724846839905,0.0031275309156626463,"No",0.0038543674163520336,0.9961456060409546,"Yes",0.7959420084953308,0.2040579915046692,"Yes",0.9916467070579529,0.00835336558520794,"No",0.0038616503588855267,0.9961383938789368,"Yes"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","DK","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","SE","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","AT","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","ES","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","DE","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","PT","No","No","Yes","","No","No","No","No","0","","","Yes","No","No","No","No","No","1","No",0.3718754053115845,0.345830500125885,"-1",4.9546852096682414e-05,0.9999504089355469,"Information not present in EudraCT",0.9999607801437378,3.918577203876339e-05,"Information not present in EudraCT",0.9962414503097534,0.0037585871759802103,"Information not present in EudraCT",0.996720016002655,0.003279960248619318,"No",0.9981978535652161,0.0018021744908764958,"No",0.9823005795478821,0.017699461430311203,"No",0.9967922568321228,0.00320773315615952,"No"
