"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_probab0","arms_probab1","arms_probab2","arms_orig","open_probab0","open_probab1","open_orig","double_blind_probab0","double_blind_probab1","double_blind_orig","single_blind_probab0","single_blind_probab1","single_blind_orig","controlled_probab0","controlled_probab1","controlled_orig","parallel_group_probab0","parallel_group_probab1","parallel_group_orig","crossover_probab0","crossover_probab1","crossover_orig","randomised_probab0","randomised_probab1","randomised_orig"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.132005880206943e-05,0.0024244705595997213,0.9975342093815982,"2+",0.999698457355286,0.0003015426447140726,"No",0.00035206783173158396,0.9996479321682684,"Yes",0.9999783250911181,2.1674908881960666e-05,"No",0.0004098507274388208,0.9995901492725612,"Yes",0.25464653129070225,0.7453534687092978,"Yes",0.9832023420715339,0.01679765792846609,"No",0.0010849198846226704,0.9989150801153773,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.132005880206943e-05,0.0024244705595997213,0.9975342093815982,"2+",0.999698457355286,0.0003015426447140726,"No",0.00035206783173158396,0.9996479321682684,"Yes",0.9999783250911181,2.1674908881960666e-05,"No",0.0004098507274388208,0.9995901492725612,"Yes",0.25464653129070225,0.7453534687092978,"Yes",0.9832023420715339,0.01679765792846609,"No",0.0010849198846226704,0.9989150801153773,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.00012074400294580042,0.008939715395117561,0.9909395406019366,"2+",0.9960349731348648,0.003965026865135258,"No",0.0027682851070599535,0.99723171489294,"Yes",0.9999710751300336,2.8924869966385016e-05,"No",0.0038788620030582033,0.9961211379969418,"Yes",0.3060434380495528,0.6939565619504472,"Yes",0.9709417477384571,0.029058252261542905,"No",0.005127392377465845,0.9948726076225342,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.00012074400294580042,0.008939715395117561,0.9909395406019366,"2+",0.9960349731348648,0.003965026865135258,"No",0.0027682851070599535,0.99723171489294,"Yes",0.9999710751300336,2.8924869966385016e-05,"No",0.0038788620030582033,0.9961211379969418,"Yes",0.3060434380495528,0.6939565619504472,"Yes",0.9709417477384571,0.029058252261542905,"No",0.005127392377465845,0.9948726076225342,"Yes"
"2005-000454-73","A MULTICENTER RANDOMIZED DOUBLE-BLIND PLACEBOCONTROLLED 3-ARM STUDY OF THE EFFICACY AND SAFETY OF 2 DOSES OF LENALIDOMIDE VERSUS PLACEBO IN RED BLOOD CELL (RBC) TRANSFUSION-DEPENDENT SUBJECTS WITH LOW- OR INTERMEDIATE-1-RISK MYELODYSPLASTIC SYNDROMES (MDS) ASSOCIATED WITH A DELETION (DEL) 5Q[31] CYTOGENETIC ABNORMALITY","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",0.00012074400294580042,0.008939715395117561,0.9909395406019366,"2+",0.9960349731348648,0.003965026865135258,"No",0.0027682851070599535,0.99723171489294,"Yes",0.9999710751300336,2.8924869966385016e-05,"No",0.0038788620030582033,0.9961211379969418,"Yes",0.3060434380495528,0.6939565619504472,"Yes",0.9709417477384571,0.029058252261542905,"No",0.005127392377465845,0.9948726076225342,"Yes"
"2005-000454-73","A multicenter randomized double-blind placebo-controlled 3-arm study of the efficacy and safety of 2 doses of lenalidomide versus placebo in red blood cell (RBC) transfusion-dependent subjects with low- or intermediate-1-risk myelodyplastic syndromes (MDS) associated with a deletion (del) 5q[31] cytogenetic abnormality.","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","Yes","No","2+","Yes",4.132005880206943e-05,0.0024244705595997213,0.9975342093815982,"2+",0.999698457355286,0.0003015426447140726,"No",0.00035206783173158396,0.9996479321682684,"Yes",0.9999783250911181,2.1674908881960666e-05,"No",0.0004098507274388208,0.9995901492725612,"Yes",0.25464653129070225,0.7453534687092978,"Yes",0.9832023420715339,0.01679765792846609,"No",0.0010849198846226704,0.9989150801153773,"Yes"
"2005-001678-28","A randomized explorative double-blind double-dummy multi-center parallel group study to assess sustainable efficacy of once daily vardenafil (10 mg) for 12 and 24 weeks versus vardenafil PRN in men with mild or mild to moderate erectile dysfunction","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","No","No","No","Yes","Yes","No","Yes","2+","Yes",1.3992015108330667e-05,0.000796609660491971,0.9991893983243997,"-1",0.999735888127509,0.0002641118724909774,"No",0.00019499298992697867,0.999805007010073,"Yes",0.9994791127981725,0.0005208872018275322,"No",0.0017596545686887621,0.9982403454313112,"Yes",0.014098705639711162,0.9859012943602888,"Yes",0.9985532978486776,0.0014467021513223488,"No",0.0009245545844632774,0.9990754454155367,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","DE","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","FR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",1.46614095266634e-06,0.010679057502814218,0.9893194763562332,"-1",0.9996497061529177,0.00035029384708230887,"No",0.0061385399627039705,0.993861460037296,"Yes",0.999969395422348,3.060457765203397e-05,"No",0.0034041083553790763,0.9965958916446209,"Yes",0.866393429124515,0.13360657087548497,"Yes",0.999231139656328,0.0007688603436719797,"No",0.011387933652836302,0.9886120663471637,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","CZ","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","GR","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",1.46614095266634e-06,0.010679057502814218,0.9893194763562332,"-1",0.9996497061529177,0.00035029384708230887,"No",0.0061385399627039705,0.993861460037296,"Yes",0.999969395422348,3.060457765203397e-05,"No",0.0034041083553790763,0.9965958916446209,"Yes",0.866393429124515,0.13360657087548497,"Yes",0.999231139656328,0.0007688603436719797,"No",0.011387933652836302,0.9886120663471637,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","IT","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","HU","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","ES","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors ","GB","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",9.435590520455104e-06,0.020226244691675777,0.9797643197178036,"-1",0.9978173245254393,0.0021826754745607785,"No",0.021620861898507093,0.9783791381014929,"Yes",0.9964120605922001,0.00358793940779994,"No",0.05080274201417678,0.9491972579858232,"Yes",0.8263740892049382,0.17362591079506187,"Yes",0.9180855370126234,0.08191446298737655,"No",0.038741505341153615,0.9612584946588464,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","BE","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",1.46614095266634e-06,0.010679057502814218,0.9893194763562332,"-1",0.9996497061529177,0.00035029384708230887,"No",0.0061385399627039705,0.993861460037296,"Yes",0.999969395422348,3.060457765203397e-05,"No",0.0034041083553790763,0.9965958916446209,"Yes",0.866393429124515,0.13360657087548497,"Yes",0.999231139656328,0.0007688603436719797,"No",0.011387933652836302,0.9886120663471637,"Yes"
"2005-001747-29","A Multi-center Randomized Double-blind Placebo-controlled Phase 3 Study of Single-agent Tarceva® (erlotinib) Following Complete Tumor Resection and with or without Adjuvant Chemotherapy in Patients with Stage IB-IIIA Non-small Cell Lung Carcinoma who have EGFR-positive Tumors.Estudio fase III multicéntrico aleatorizado doble ciego controlado con placebo de una monoterapia con Tarceva® (erlotinib) tras una resección tumoral completa con o sin quimioterapia adyuvante en pacientes con cáncer de pulmón de células no pequeñas en estadios IB-IIIA que tienen tumores EGFR-positivo.","AT","Yes","No","No","ok","Yes","No","No","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes",1.46614095266634e-06,0.010679057502814218,0.9893194763562332,"-1",0.9996497061529177,0.00035029384708230887,"No",0.0061385399627039705,0.993861460037296,"Yes",0.999969395422348,3.060457765203397e-05,"No",0.0034041083553790763,0.9965958916446209,"Yes",0.866393429124515,0.13360657087548497,"Yes",0.999231139656328,0.0007688603436719797,"No",0.011387933652836302,0.9886120663471637,"Yes"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","DK","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","SE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","AT","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","ES","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
"2005-002524-34","An Open Label Non Comparative Phase III Study of the Raf Kinase Inhibitor BAY 43-9006 as a Subsequent to First Line Therapy in Patients with Advanced Renal Cell Carcinoma","DE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
"2005-002524-34","An open label non comparative phase III study of the Raf Kinase Inhibitor BAY 43-9006 as a subsequent to first line therapy in patients with advanced renal cell carcinoma.","PT","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No",2.0595514916343852e-05,0.9785787227474815,0.02140068173760221,"-1",0.0006815517249244563,0.9993184482750755,"Information not present in EudraCT",0.9988679454577755,0.0011320545422245387,"Information not present in EudraCT",0.999641971415639,0.0003580285843609955,"Information not present in EudraCT",0.7976777857771432,0.20232221422285682,"No",0.7270331657439293,0.27296683425607077,"No",0.9378394486657677,0.06216055133423224,"No",0.9646525292553791,0.03534747074462083,"No"
