"elderly","adults","adolescents","children","female","male","healthy_volunteers","inclusion","eudract_number","protocol_country_code"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1  Chronic hepatitis C infection diagnosed by by positive anti HCV antibodies and detected HCV RNA at screening in addition to at least one of the following  a  positive anti HCV antibodies or detected HCV RNA at least 6 months prior to screening  OR b  liver biopsy indicating chronic HCV infection  OR c  history of elevated alanine aminotransferase  ALT  levels at least 6 months prior to screening  2  HCV infection of sub GT1b confirmed by genotypic testing at screening 3  Treatment naïve defined as  a  no prior treatment with any interferon  pegylated interferon  and  or ribavirin AND b  no prior treatment with at least one dose of any other licensed or investigational antiviral agent of for acute or chronic hepatitis C infection 4  Plasma HCV RNA   1 000 IU mL at screening 5  Liver biopsy within three years or fibroscan within 6 months prior to randomisation  Note  patients with a liver biopsy performed 3 or more years or fibroscan performed 6 months or more prior to randomisation demonstrating cirrhosis do not need to repeat a liver biopsy or fibroscan  Patients with a liver biopsy performed 3 or more years  or fibroscan performed 6 months or more  prior to randomisation  negative for the presence of cirrhosis need to repeat the liver biopsy or fibroscan  with the result available before randomisation visit  6  Age 18   75 years  inclusive  7  Female patients with a negative urine pregnancy test  dipstick  at Visit 2 prior to randomization  a  with documented hysterectomy  OR b  who have had both ovaries removed  OR c  with documented tubal ligation  OR d  who are post menopausal with last menstrual period at least 12 months prior to screening  OR e  of childbearing potential with a negative pregnancy test at screening  that agree to use two non hormonal methods of birth control from the date of screening until 7 months after the last dose of ribavirin  They must not breast feed at any time from the date of screening until 7 months after the last dose of ribavirin  Accepted methods of contraception for females in this trial are diaphragm with spermicide substances  intrauterine devices  cervical caps and condoms  Note  Systemic hormonal contraceptives may not be as effective in women taking BI 207127 FDV combination therapy and are not accepted methods of contraception in the study  OR Male patients a who are documented to be sterile  OR b  who consistently and correctly use a condom while their female partners  if of child bearing potential  agree to use one of the appropriate medically accepted methods of birth control from the date of screening until 7 months after the last dose of ribavirin  AND c  without pregnant female partners  It is in the responsibility of the male patient to ensure that his partner  or partners  is not pregnant prior to enrolment into the study or becomes pregnant during the treatment and follow up phase  Female partners of childbearing potential must perform monthly pregnancy tests from the date of screening until 7 months after the last dose of ribavirin  tests will be provided by the sponsor   8  Signed informed consent form prior to trial participation","2012-003533-41","AT"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1  Chronic hepatitis C infection diagnosed by by positive anti HCV antibodies and detected HCV RNA at screening in addition to at least one of the following  a  positive anti HCV antibodies or detected HCV RNA at least 6 months prior to screening  OR b  liver biopsy indicating chronic HCV infection  OR c  history of elevated alanine aminotransferase  ALT  levels at least 6 months prior to screening  2  HCV infection of sub GT1b confirmed by genotypic testing at screening  or HCV infection of sub GT1a  GT1 with undefined subtype or 1a 1b subtype confirmed by genotypic testing at screening in patients with IL 28b CC genotype  3  Treatment naïve defined as  a  no prior treatment with any interferon  pegylated interferon  and  or ribavirin AND b  no prior treatment with at least one dose of any other licensed or investigational antiviral agent of for acute or chronic hepatitis C infection 4  Plasma HCV RNA   1 000 IU mL at screening 5  Liver biopsy within three years or fibroscan within 6 months prior to randomisation  Note  patients with a liver biopsy performed 3 or more years or fibroscan performed 6 months or more prior to randomisation demonstrating cirrhosis do not need to repeat a liver biopsy or fibroscan  Patients with a liver biopsy performed 3 or more years  or fibroscan performed 6 months or more  prior to randomisation  negative for the presence of cirrhosis need to repeat the liver biopsy or fibroscan  with the result available before randomisation visit  6  Age 18   75 years  inclusive  7  Female patients a  with documented hysterectomy  OR b  who have had both ovaries removed  OR c  with documented tubal ligation  OR d  who are post menopausal with last menstrual period at least 12 months prior to screening  OR e  of childbearing potential with a negative pregnancy test at screening and on Day 1  Visit 2   that agree to use two non hormonal methods of birth control from the date of screening until 7 months after the last dose of ribavirin  They must not breast feed at any time from the date of screening until 7 months after the last dose of ribavirin  Accepted methods of contraception for females in this trial are diaphragm with spermicide substances  intrauterine devices  cervical caps and condoms  Note  Systemic hormonal contraceptives may not be as effective in women taking BI 207127 FDV combination therapy and are not accepted methods of contraception in the study  OR Male patients a who are documented to be sterile  OR b  who consistently and correctly use a condom while their female partners  if of child bearing potential  agree to use one of the appropriate medically accepted methods of birth control from the date of screening until 7 months after the last dose of ribavirin  AND c  without pregnant female partners  It is in the responsibility of the male patient to ensure that his partner  or partners  is not pregnant prior to enrolment into the study or becomes pregnant during the treatment and follow up phase  Female partners of childbearing potential must perform monthly pregnancy tests from the date of screening until 7 months after the last dose of ribavirin  tests will be provided by the sponsor   8  Signed informed consent form prior to trial participation","2012-003533-41","HU"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1  Chronic hepatitis C infection diagnosed by by positive anti HCV antibodies and detected HCV RNA at screening in addition to at least one of the following  a  positive anti HCV antibodies or detected HCV RNA at least 6 months prior to screening  OR b  liver biopsy indicating chronic HCV infection  OR c  history of elevated alanine aminotransferase  ALT  levels at least 6 months prior to screening  2  HCV infection of sub GT1b confirmed by genotypic testing at screening  or HCV infection of sub GT1a  GT1 with undefined subtype or 1a 1b subtype confirmed by genotypic testing at screening in patients with IL 28b CC genotype  3  Treatment naïve defined as  a  no prior treatment with any interferon  pegylated interferon  and  or ribavirin AND b  no prior treatment with at least one dose of any other licensed or investigational antiviral agent of for acute or chronic hepatitis C infection 4  Plasma HCV RNA    1 000 IU mL at screening 5  Liver biopsy within three years or fibroscan within 6 months prior to randomisation  Note  patients with a liver biopsy performed 3 or more years or fibroscan performed 6 months or more prior to randomisation demonstrating cirrhosis do not need to repeat a liver biopsy or fibroscan  Patients with a liver biopsy performed 3 or more years  or fibroscan performed 6 months or more  prior to randomisation  negative for the presence of cirrhosis need to repeat the liver biopsy or fibroscan  with the result available before randomisation visit  6  Age 18   75 years  inclusive  7  Female patients a  with documented hysterectomy  OR b  who have had both ovaries removed  OR c  with documented tubal ligation  OR d  who are post menopausal with last menstrual period at least 12 months prior to screening  OR e  of childbearing potential with a negative pregnancy test at screening and on Day 1  Visit 2   that agree to use two non hormonal methods of birth control from the date of screening until 7 months after the last dose of ribavirin  They must not breast feed at any time from the date of screening until 7 months after the last dose of ribavirin  Accepted methods of contraception for females in this trial are diaphragm with spermicide substances  intrauterine devices  cervical caps and condoms  Note  Systemic hormonal contraceptives may not be as effective in women taking BI 207127 FDV combination therapy and are not accepted methods of contraception in the study  OR Male patients a who are documented to be sterile  OR b  who consistently and correctly use a condom while their female partners  if of child bearing potential  agree to use one of the appropriate medically accepted methods of birth control from the date of screening until 7 months after the last dose of ribavirin  AND c  without pregnant female partners  It is in the responsibility of the male patient to ensure that his partner  or partners  is not pregnant prior to enrolment into the study or becomes pregnant during the treatment and follow up phase  Female partners of childbearing potential must perform monthly pregnancy tests from the date of screening until 7 months after the last dose of ribavirin  tests will be provided by the sponsor   8  Signed informed consent form prior to trial participation 1  Infección crónica por hepatitis C  diagnosticada por la presencia de anticuerpos anti HCV positivos y RNA del HCV detectado en la selección  adicionalmente a como mínimo uno de los siguientes criterios  a  anticuerpos anti HCV positivos o RNA del HCV detectado como mínimo 6 meses antes del periodo de selección  O b  biopsia hepática característica de hepatitis C crónica  O c  antecedentes de niveles elevados de alanina aminotransferasa  ALT  al menos 6 meses antes del periodo de selección  2  Infección por HCV sub GT1b confirmada mediante pruebas de genotipado durante la selección o infección por HCV sub GT1a  GT1 con subtipo indefinido o subtipo 1a 1b confirmada mediante pruebas de genotipado durante la selección en pacientes con el genotipo IL 28b CC  3  Pacientes sin tratamiento previo  definido como  a  ningún tratamiento previo con ningún interferón  interferón pegilado ni ribavirina y b  ningún tratamiento previo con al menos una dosis de cualquier antiviral aprobado o en fase de investigación para la infección aguda o crónica por el virus de la hepatitisC 4  RNA del HCV plasmático   1 000 UI ml en la selección 5  Biopsia hepática no anterior a tres años o fibroscan en los seis meses previos a la aleatorización  Nota  aquellos pacientes con una biopsia hepática realizada 3 o más años antes de la selección o con un fibroscan hecho 6 o más meses antes de la selección que demostrase una cirrosis no tendrán que repetir una biopsia hepática o un fibroscan  Los pacientes con una biopsia hepática realizada más de 3 años antes del periodo de aleatorización  o con un fibroscan hecho más de 6 meses antes  y que no mostrase una cirrosis tendrán que repetir la biopsia hepática o el fibroscan y el resultado deberá estar disponible antes de la visita de aleatorización  6  Edad comprendida entre los 18   75 años  inclusive  7  Mujeres a  con histerectomía comprobada  o b  con extirpación de ambos ovarios  o c  con ligadura de trompas comprobada  o d  posmenopáusicas  con el último periodo menstrual al menos 12 meses antes de la selección  o e  con posibilidad de quedar embarazadas  con prueba de embarazo en suero negativa en la selección y el día 1  visita 2   que acepten usar dos métodos anticonceptivos no hormonales desde la fecha de selección hasta 7 meses después de la última dosis de ribavirina  Las mujeres deben aceptar no amamantar a su hijo en ningún momento desde la selección y hasta 7 meses después de la última dosis de ribavirina  Los métodos de anticoncepción aceptados para mujeres en este estudio son el diafragma con sustancia espermicida  capuchón cervical  dispositivos intrauterinos y preservativos  Nota  Es posible que los anticonceptivos hormonales no sean tan eficaces en las mujeres mientras toman la combinación BI 207127 FDV y no se aceptan como métodos anticonceptivos en este estudio  O  Hombres a  que se haya comprobado que son estériles  o b  que usen de forman constante y correcta un preservativo mientras que sus parejas femeninas  con posibilidad de quedar embarazadas  acepten usar uno de los métodos anticonceptivos médicamente aceptados desde la fecha de selección hasta 7 meses después de la última dosis de ribavirina  y c  sin parejas embarazadas  Es responsabilidad del paciente varón asegurarse de que su pareja  o parejas  no está embarazada antes de la inclusión en el estudio o de que no se quede embarazada durante la fase de tratamiento y de seguimiento  Las parejas femeninas con posibilidad de quedar embarazadas deben realizarse mensualmente pruebas de embarazo desde la fecha de selección hasta 7 meses después de la última dosis de ribavirina  el promotor proporcionará las pruebas   8  Formulario de consentimiento firmado antes de participar en el estudio","2012-003533-41","ES"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1  Chronic hepatitis C infection  diagnosed by by positive anti HCV antibodies and detected HCV RNA at screening in addition to at least one of the following  a  positive anti HCV antibodies or detected HCV RNA at least 6 months prior to screening  OR b  liver biopsy indicating chronic HCV infection  OR c  history of elevated alanine aminotransferase  ALT  levels at least 6 months prior to screening  2  HCV infection of sub GT1b confirmed by genotypic testing at screening  or HCV infection of sub GT1a  GT1 with undefined subtype or 1a 1b subtype confirmed by genotypic testing at screening in patients with host IL 28b CC genotype  3  Treatment naïve defined as  a  no prior treatment with any interferon  pegylated interferon  and  or ribavirin and b  no prior treatment with at least one dose of any other licensed or investigational antiviral agent for acute or chronic hepatitis C infection 4  Plasma HCV RNA   1 000 IU mL at screening 5  Liver biopsy within three years or fibroscan within 6 months prior to randomisation  Note  patients with a liver biopsy performed 3 or more years or fibroscan performed 6 months or more prior to randomisation demonstrating cirrhosis do not need to repeat a liver biopsy or fibroscan  Patients with a liver biopsy performed 3 or more years  or fibroscan performed 6 months or more  prior to randomisation  negative for the presence of cirrhosis need to repeat the liver biopsy or fibroscan  with the result available before randomisation visit  6  Age 18   75 years  inclusive  7  Female patients a  with documented hysterectomy  or b  who have had both ovaries removed  or c  with documented tubal ligation  or d  who are post menopausal with last menstrual period at least 12 months prior to screening  or e  of childbearing potential with a negative serum pregnancy test at screening and on Day 1  Visit 2   that agree to use two non hormonal methods of birth control from the date of screening until 7 months after the last dose of ribavirin  They must not breast feed at any time from the date of screening until 7 months after the last dose of ribavirin  Accepted methods of contraception for females in this trial are diaphragm with spermicide substances  intrauterine devices  cervical caps and condoms  Note  Systemic hormonal contraceptives may not be as effective in women taking BI 207127 FDV combination therapy and are not accepted methods of contraception in the study  OR  Male patients a  who are documented to be sterile  or b  who consistently and correctly use a condom while their female partners  if of child bearing potential  agree to use one of the appropriate medically accepted methods of birth control from the date of screening until 7 months after the last dose of ribavirin  and c  without pregnant female partners  It is in the responsibility of the male patient to ensure that his partner  or partners  is not pregnant prior to enrolment into the study or becomes pregnant during the treatment and follow up phase  Female partners of childbearing potential must perform monthly pregnancy tests from the date of screening until 7 months after the last dose of ribavirin  tests will be provided by the sponsor   8  Signed informed consent form prior to trial participation  1  Infezione cronica da HCV diagnosticata per sieropositivita  agli anticorpi anti HCV e rilevamento di HCV RNA allo screening in aggiunta a  a  sieropositivita  agli anticorpi anti HCV o rilevamento di HCV RNA almeno sei mesi prima dello screening oppure b  biopsia epatica consistente con infezione cronica da HCV  oppure c  storia di elevati livelli di ALT nei sei mesi precedenti lo screening  2  Infezione da HCV genotipo 1b oppure genotipo 1a  1 non definito  misto 1a 1b  con genotipo Il28B CC   confermata dal test del genotipo allo screening  3  Pazienti che non hanno mai ricevuto terapia con Interferone  Interferone Peghilato  PegIFN  e Ribavirina oppure PegIFN RBV e che non hanno mai ricevuto una dose di un agente antivirale gia  approvato oppure ancora sperimentale per il trattamento di epatite C acuta o cronica  4  HCV RNA plasmatico  gt   1000 UI ml allo screening  5  Documentazione di biopsia epatica effettuata nei 3 anni o Fibroscan nei 6 mesi antecedenti la randomizzazione  Se la documentazione e  antecedente il test non deve essere ripetuto se documenta la cirrosi  mentre deve essere ripetuto in assenza di cirrosi ed il risultato del test deve essere disponibile prima della randomizzazione  6  Eta  compresa tra i 18 e i 75 anni  inclusi  7  Pazienti di sesso femminile  a  con isterectomia documentata  oppure b  con rimozione di entrambe le ovaie  oppure c  con legatura delle tube documentata  oppure d  in post menopausa  ultima mestruazione 12 mesi prima dello screening   oppure e  in eta  fertile con un test di gravidanza su siero negativo allo screening e al giorno 1  visita 2  che  se sessualmente attive  acconsentono ad utilizzare un metodo contraccettivo clinicamente accettato  diaframma con spermicida  spirale intrauterina  cappuccio cervicale e preservativo  dallo screening fino ad almeno 7 mesi dopo l ultima dose di Ribavirina  oltre all uso sistematico e corretto del preservativo da parte del partner  La paziente inoltre acconsente a non allattare dallo screening fino a 7 mesi dopo l ultima dose di Ribavirina  I contraccettivi ormonali sistemici potrebbero non essere efficaci se assunti con la combinazione BI 207127 e Faldaprevir  non sono quindi considerati come metodo di contraccezione accettato durante la partecipazione alla sperimentazione  Pazienti di sesso maschile che  a  sono sterili  sterilita  documentata   b  non hanno una partner incinta e usano sistematicamente e in modo corretto il preservativo  mentre le loro partner femminili  se in eta  fertile  usano un metodo di contraccezione clinicamente accettabile dallo screening fino ad almeno 7 mesi dopo l ultima dose di Ribavirina  E  responsabilita  del paziente assicurarsi che la partner non sia incinta prima della visita di screening e che non subentri una gravidanza durante lo studio e nel periodo di osservazione successivo  Le partner in eta  fertile dovranno sottoporsi a un test di gravidanza mensile dalla visita di screening fino a 7 mesi dopo l ultima dose di Ribavirina  i test saranno forniti dallo sponsor dello studio   8  Consenso informato firmato in conformita  alle GCP e alle normative locali prima della partecipazione alla sperimentazione","2012-003533-41","IT"
1.0,0.0,0.0,0.0,1.0,1.0,0.0,"Newly diagnosed AML  including therapy related or after antecedent MDS  other than APL according to WHO criteria  i e  bone marrow aspirate or biopsy must contain  20  blasts of all nucleated cells or differential blood count must contain  20  blasts  In AML defined by cytogenetic aberrations according to WHO the proportion of blasts may be  20    Age   65 years   ECOG performance status 0 3   Patients not eligible for intensive induction therapy   Planned therapy with DAC   Platelet count  75 Gpt L taken within 4 weeks prior to randomization   Signed Informed Consent   Adequate liver function as assessed by the following laboratory requirements  o Total bilirubin   3 times the upper limit of normal  except for Gilbert s Syndrome  o ALT and AST   3 times upper limit of normal   neu diagnostizierte AML  einschließlich Therapie assoziiert oder nach vorangegangenem MDS  außer APL nach WHO Kriterien  d  h  Knochenmarkaspirat  oder biopsie muss  20  Blasten unter allen kernhaltigen Zellen aufweisen oder im Differentialblutbild müssen  20  Blasten nachgewiesen werden  Bei einer durch zytrogenetische Aberationen definierte AML können die Blasten auch  20  betragen    Alter   65 Jahre   ECOG performance status 0 3   nicht geeignet für intensive Induktionstherapie   geplante Therapie mit DAC   Thrombozytenzahl  75 Gpt L  Befund innerhalb 4 Wochen vor Randomisierung    unterzeichnete Einwilligungserklärung nach Aufklärung   adäquate Leberfunktion  folgende Voraussetzungen sind einzuhalten  o Gesamt Bilirubin   3 faches des oberen Normalwertes  außer Gilbert s Syndrome  o ALT und AST   3 faches des oberen Normalwertes","2014-003150-13","DE"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a  All subjects must have inoperable  advanced  locally advanced or metastatic GC or GEJ or distal esophageal carcinoma and have histologically confirmed predominant adenocarcinoma  b  Subject must be previously untreated with systemic treatment including HER 2 inhibitors given as primary therapy for advanced or metastatic disease  c  Allowed Prior Therapies  Prior adjuvant or neoadjuvant chemotherapy  radiotherapy and or chemoradiotherapy for GC or GEJ cancer are permitted as long as the last administration of the prior regimen  whichever was given last  occurred at least 6 months prior to randomization  Palliative radiotherapy is allowed and must be completed 2 weeks prior to randomization  d  Subject must have at least one measurable lesion or evaluable disease by CT or MRI per RECIST 1 1 criteria  e  ECOG performance status score of 0 or 1  f  Tumor tissue must be provided for PD L1 biomarker analyses prior to randomization","2016-001018-76","GB"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a  All subjects must have inoperable  advanced  locally advanced or metastatic GC or GEJ or distal esophageal carcinoma and have histologically confirmed predominant adenocarcinoma  b  Subject must be previously untreated with systemic treatment including HER 2 inhibitors given as primary therapy for advanced or metastatic disease  c  Allowed Prior Therapies  Prior adjuvant or neoadjuvant chemotherapy  radiotherapy and or chemoradiotherapy for GC or GEJ cancer are permitted as long as the last administration of the prior regimen  whichever was given last  occurred at least 6 months prior to randomization  Palliative radiotherapy is allowed and must be completed 2 weeks prior to randomization  d  Subject must have at least one measurable lesion or evaluable disease by CT or MRI per RECIST 1 1 criteria  e  ECOG performance status score of 0 or 1  f  Tumor tissue must be provided for PD L1 biomarker analyses prior to randomization","2016-001018-76","HU"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a  All subjects must have inoperable  advanced  locally advanced or metastatic GC or GEJ or distal esophageal carcinoma and have histologically confirmed predominant adenocarcinoma  b  Subject must be previously untreated with systemic treatment including HER 2 inhibitors given as primary therapy for advanced or metastatic disease  c  Allowed Prior Therapies  Prior adjuvant or neoadjuvant chemotherapy  radiotherapy and or chemoradiotherapy for GC or GEJ cancer are permitted as long as the last administration of the prior regimen  whichever was given last  occurred at least 6 months prior to randomization  Palliative radiotherapy is allowed and must be completed 2 weeks prior to randomization  d  Subject must have at least one measurable lesion or evaluable disease by CT or MRI per RECIST 1 1 criteria  e  ECOG performance status score of 0 or 1  f  Tumor tissue must be provided for PD L1 biomarker analyses prior to randomization","2016-001018-76","DE"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a  All subjects must have inoperable  advanced  locally advanced or metastatic GC or GEJ or distal esophageal carcinoma and have histologically confirmed predominant adenocarcinoma  b  Subject must be previously untreated with systemic treatment including HER 2 inhibitors given as primary therapy for advanced or metastatic disease  c  Allowed Prior Therapies  Prior adjuvant or neoadjuvant chemotherapy  radiotherapy and or chemoradiotherapy for GC or GEJ cancer are permitted as long as the last administration of the prior regimen  whichever was given last  occurred at least 6 months prior to randomization  Palliative radiotherapy is allowed and must be completed 2 weeks prior to randomization  d  Subject must have at least one measurable lesion or evaluable disease by CT or MRI per RECIST 1 1 criteria  e  ECOG performance status score of 0 or 1  f  Tumor tissue must be provided for PD L1 biomarker analyses prior to randomization","2016-001018-76","CZ"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a  Subjects with histologically confirmed unresectable stage III or stage IV melanoma as per AJCC 2010 staging system  including mucosal and ocular melanoma  regardless of BRAF mutation status b  Subjects are included if they are newly diagnosed with advanced metastatic disease and have not received prior systemic treatment for their advanced disease  Note  Prior adjuvant or neoadjuvant melanoma therapy  including anti CTLA 4  anti PD 1  anti PD L1  anti PD L2  or any other antibody or drug specifically targeting T cell costimulation or checkpoint pathways  such as anti CD 137  is permitted if the therapy was used in the adjuvant or neoadjuvant setting but not in the metastatic setting  These drugs must be discontinued 6 months prior to study entry  All AEs related to prior adjuvant or neoadjuvant therapy must have either returned to baseline  and eligible patients must not have experienced severe or life threatening irAEs except those that are unlikely to reoccur with standard countermeasures  eg  hormone replacement after adrenal crisis   c  Subjects with brain metastases are eligible if these have been treated and there is no magnetic resonance imaging  MRI  evidence of progression for at least 2 weeks after treatment is complete and within 6 weeks prior to first dose of study drug administration   If MRI is contraindicated  CT scan is accaptable   There must also be no requirement for high doses of systemic corticosteroids that could result in immunosuppression    10 mg day prednisone equivalents  for at least 2 weeks prior to study drug administration  i Subjects are eligible if they have previously untreated brain metastases and are neurologically asymptomatic  This criterion is restricted to the investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen    1 No clinical requirement for local intervention  surgery  radiosurgery  corticosteroid therapy  or other systemic therapy   2 Subjects must be free of neurologic signs and symptoms related to metastatic brain lesions and must not have received systemic corticosteroid therapy in the 14 days prior to beginning protocol therapy  ii If patients had been previously treated and then developed asymptomatic progression  This criterion with details below is restricted to the investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen   1 Prior stereotactic radiotherapy  SRT  and prior excision of up to 3 melanoma brain metastases is permitted if there has been complete recovery  with no neurologic sequelae   2 Growth or change in a lesion previously irradiated will not be considered measurable  Regrowth in cavity of previously excised lesion will not be considered measurable   3 Any prior surgery or radiotherapy must have occurred at least 6 weeks before the start of dosing for this study  d ECOG PS 0 1 e ECOG PS of 2  This criterion is restricted to investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen  f Tissue tumor  archival or recent acquisition  must be available  block or a minimum of 10 unstained slides of FFPE tissue  for correlative studies","2015-001274-17","DE"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"a Subjects with histologically confirmed unresectable stage III or stage IV melanoma as per AJCC 2010 staging system  including mucosal and ocular melanoma  regardless of BRAF mutation status b Subjects are included if they are newly diagnosed with advanced metastatic disease and have not receivedprior systemic treatment for their advanced disease  NOTE  Prior adjuvant or neoadjuvant melanoma therapy  including anti CTLA 4  anti PD 1  anti PD L1 anti PD L2  or any other antibody or drug specifically targeting T cell costimulation or checkpoint pathways  such as anti CD 137  is permitted if the therapy was used in the adjuvant or neoadjuvant setting but not in the metastatic setting  These drugs must be discontinued 6 months prior to study entry  All AEs related to prior adjuvant or neoadjuvant therapy must have either returned to baseline  and eligible patients must not have experienced severe or life threatening irAEs except those that are unlikely to reoccur with standard countermeasures  eg  hormone replacement after adrenal crisis   c Subjects with brain metastases are eligible if these have been treated and there is no magnetic resonance imaging  MRI  evidence of progression for at least 2 weeks after treatment is complete and within 6 weeks prior to first dose of study drug administration   If MRI is contraindicated  CT scan is acceptable   There must also be no requirement for high doses of systemic corticosteroids that could result in immunosuppression    10 mg day prednisone equivalents  for at least 2 weeks prior to study drug administration  i Subjects are eligible if they have previously untreated brain metastases and are neurologically asymptomatic  This criterion is restricted to the investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen    1 No clinical requirement for local intervention  surgery  radiosurgery  corticosteroid therapy  or other systemic therapy   2 Subjects must be free of neurologic signs and symptoms related to metastatic brain lesions and must not have received systemic corticosteroid therapy in the 14 days prior to beginning protocol therapy  ii If patients had been previously treated and then developed asymptomatic progression  This criterion with details below is restricted to the investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen   1 Prior stereotactic radiotherapy  SRT  and prior excision of up to 3 melanoma brain metastases is permitted if there has been complete recovery  with no neurologic sequelae   2 Growth or change in a lesion previously irradiated will not be considered measurable  Regrowth in cavity of previously excised lesion will not be considered measurable   3 Any prior surgery or radiotherapy must have occurred at least 6 weeks before the start of dosing for this study  d ECOG PS 0 1 e ECOG PS of 2  This criterion is restricted to investigators who have treated at least 3 patients with nivolumab plus ipilimumab combination regimen  f Tissue tumor  archival or recent acquisition  must be available  block or a minimum of 10 unstained slides of FFPE tissue  for correlative studies","2015-001274-17","FI"
1.0,1.0,0.0,0.0,0.0,1.0,0.0,"1  Subject has histologically confirmed adenocarcinoma of the prostate without neuro endocrine differentiation or small cell features  2  Subject has metastatic disease documented by bone scan or by soft tissue disease observed by CT MRI  3  Subject has a serum testosterone of   1 7 nmol L  or   50 ng dL  at screening  4  In the setting of castrate levels of testosterone  1 7 nmol L  or  50 ng dL   subject has progressive disease at study entry defined as PSA rise determined by a minimum of 2 rising PSA levels with an interval of   1 week between each assessment  The PSA value at the screening visit should be   2 ng mL WITH or WITHOUT    Soft tissue disease progression defined by Response Evaluation Criteria In Solid Tumors  RECIST 1 1  at screening  Measurable disease is not required for entry  Lymph nodes   2 cm are considered measurable disease  PCWG2     Bone disease progression defined by at least 2 new lesions on bone scan at screening  5  Subject must have received a minimum of 6 months of treatment with abiraterone acetate and has discontinued use at least 4 weeks prior to start of study drug at Day 1  6  If the subject has received previous treatment with chemotherapy for prostate cancer  this must be limited to no more than one prior line of docetaxel  and must have been used prior to abiraterone acetate therapy  7  Subject receives and will continue to receive ongoing androgen deprivation with LHRH analogue therapy throughout the course of the study or has had a bilateral orchiectomy  Subject is asymptomatic or mildly symptomatic from prostate cancer    The score on BPI SF Question  3 must be   4    No use of opiate analgesics for prostate cancer related pain currently or anytime within 4 weeks prior to screening","2013-002271-17","GB"
1.0,1.0,0.0,0.0,0.0,1.0,0.0,"1  Subject has histologically confirmed adenocarcinoma of the prostate without neuro endocrine differentiation or small cell features  2  Subject has metastatic disease documented by bone scan or by soft tissue disease observed by CT MRI at screening  or within  30 days prior to Day 1  3  Subject has a serum testosterone of   1 7 nmol L  or   50 ng dL  at screening  4  In the setting of castrate levels of testosterone  1 7 nmol L  or  50 ng dL   subject has progressive disease at study entry defined as PSA rise determined by a minimum of 2 rising PSA levels with an interval of   1 week between each assessment  The PSA value at the screening visit should be   2 ng mL WITH or WITHOUT    Soft tissue disease progression defined by Response Evaluation Criteria In Solid Tumors  RECIST 1 1  at screening or within   30 days prior to Day 1  Measurable disease is not required for entry  Lymph nodes   2 cm are considered measurable disease  PCWG2     Bone disease progression defined by at least 2 new lesions on bone scan at screening or within   30 days prior to Day 1  5  Subject must have received a minimum of 24 weeks of treatment with XML File Identifier  wZQnigOofWBpwCRGfMUlPL KuoA  Page 10 22 abiraterone acetate within its approved label indication and has discontinued use at least 4 weeks prior to start of study drug at Day 1  6  If the subject has received previous treatment with chemotherapy for prostate cancer  this must be limited to no more than one prior line of docetaxel  and must have been used prior to abiraterone acetate therapy  7  Subject receives and will continue to receive ongoing androgen deprivation with LHRH analogue therapy throughout the course of the study or has had a bilateral orchiectomy  Subject is asymptomatic or mildly symptomatic from prostate cancer    The score on BPI SF Question  3 must be   4    No use of opiate analgesics for prostate cancer related pain currently or anytime within 4 weeks prior to screening","2013-002271-17","DE"
1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1  Patients with acute myeloid leukaemia acc  to WHO  2008  AML in complete remission at transplant  i e  blast counts   5   in bone marrow  or myelodysplastic syndrome acc  to WHO  2008  MDS with blast counts   20   in bone marrow during disease history  indicated for allogeneic haematopoietic progenitor cell transplantation but considered to be at increased risk for standard conditioning therapies according to the following criteria    patients aged   50 years at transplant and or   patients with a HCT CI score   2  according to Sorror et al   2005  2  Availability of an HLA identical sibling donor  MRD  or HLA identical unrelated donor  MUD   Donor selection is based on molecular high resolution typing  4 digits  of class II alleles of the DRB1 and DQB1 gene loci and molecular  at least  low resolution typing  2 digits  of class I alleles  i e   antigens  of the HLA  A  B  and C gene loci  In case no class I and class II completely identical donor  10 out of 10 gene loci  can be identified  one antigen disparity  class I  and or one allele disparity  class II  between patient and donor are acceptable  Conversely  disparity of two antigens  irrespective of the involved gene loci  cannot be accepted  These definitions for the required degree of histocompatibility apply to the selection of related as well as unrelated donors  3  Adult patients of both gender  18   70 years of age 4  Karnofsky Index   60   5  Written informed consent 6  Men capable of reproduction and women of childbearing potential must be willing to consent to using a highly effective method of birth control such as condoms  implants  injectables  combined oral contraceptives  IUDs  sexual abstinence or vasectomised partner while on treatment and for at least 6 months thereafter","2008-002356-18","PL"
