"feature","chi2_score_open","p_values_open","sample_count_open","correlation_to_open"
"carfilzomib",20.423076289059885,6.20767317253844e-06,97,0.05117625529752723
"tiotropium",20.340949422298692,6.479885415920426e-06,476,0.02853084528456468
"docetaxel",20.255318821413084,6.7764804387207994e-06,723,0.037306963422708894
"iib",20.2057712862915,6.9542811819375756e-06,2115,0.11862772461663469
"panitumumab",20.176461073880084,7.0616573738018394e-06,121,-0.05200600043857917
"r",20.07461144267392,7.44788475794434e-06,63771,-0.04875853198394794
"rheumatoid",19.955387306612103,7.927028452243164e-06,1829,-0.05323681787808687
"philadelphia",19.712878614800957,8.999284207955494e-06,169,0.044860985787344564
"period",19.683589601105865,9.138275720892459e-06,1193,-0.05973077091734003
"arthritis",19.677251565775236,9.168635506828943e-06,2822,0.057299675235535336
"nilotinib",19.61156107769942,9.489326031480508e-06,134,-0.05100398815902623
"lapatinib",19.543928477544185,9.83126966725263e-06,247,-0.03927147027369834
"hip",19.41203140483596,1.053413328532005e-05,883,-0.038354511421190216
"ofatumumab",19.30855831390278,1.1120677449127364e-05,215,0.04548488730141038
"cml",19.27211431394438,1.1334981103033764e-05,134,-0.07029229388268964
"alk",19.2259503283072,1.1612405961618847e-05,653,0.045028937092325555
"capecitabine",19.193804832266288,1.1809603360819652e-05,411,0.05855014981285082
"malignancies",19.11542428470368,1.230464401830106e-05,206,0.03885403833147836
"squamous",19.03496833159609,1.283447834054384e-05,818,-0.04969838402966335
"day",18.91324714203368,1.3679942254041457e-05,1646,-0.2526579915256948
"sponsored",18.830752449161384,1.428452915813251e-05,160,-0.0840873558176884
"t",18.741347267150783,1.4970106481843932e-05,63800,0.04000062940450399
"myelogenous",18.73572424388066,1.5014313471450958e-05,150,0.047303863110517964
"migraine",18.634086510689315,1.583635937647637e-05,250,0.042947613848456065
"grupos",18.623445144251157,1.5924999610201303e-05,1634,0.051313769333862926
"aml",18.521705221502685,1.6798039774815376e-05,582,-0.07677827063126044
"stable",18.39027944344126,1.7997377240730052e-05,892,0.07799170629109625
"inhaled",18.341584116035577,1.846327588841649e-05,737,-0.05637621985388706
"large",18.317876359827352,1.8694469045748067e-05,386,0.04967293235364498
"orally",18.2496467925747,1.9376187545912877e-05,941,0.06309534653651488
"zaslepena",18.154351437548144,2.0370343078357078e-05,5,0.04209902808477195
"alzheimers",18.071905074435776,2.127171378187874e-05,3,0.06331200038277823
"chop",18.024474952338934,2.180830580722229e-05,282,0.03627558832492059
"fludarabine",17.999296075762558,2.209866714936191e-05,85,0.1397739285281877
"crizotinib",17.900014732943042,2.328193067424856e-05,94,-0.041276429981668694
"chromosome",17.72376400060554,2.5541579752307822e-05,156,-0.06264660027801233
"blinded",17.604089098968153,2.7200285515558604e-05,1352,0.0492763641447147
"cll",17.582862530244558,2.7505595913755416e-05,134,0.07773087657890251
"diffuse",17.484561224792543,2.8965029671256024e-05,337,-0.09424445863328239
"bortezomib",17.47546951255289,2.9103880396832825e-05,299,-0.04408783258365076
"pulmonary",17.391950114146425,3.0411122475392862e-05,1870,-0.04319141982505113
"events",17.135787718495692,3.48003597385501e-05,726,-0.04147844652709683
"ole",17.054697377926523,3.631842463092281e-05,10884,-0.06077484325277367
"follow",16.948355878407096,3.8410570651926523e-05,3469,-0.052654567449573406
"effect",16.86424889959975,4.015076192845305e-05,5150,0.06221695028804191
"obinutuzumab",16.77506802672468,4.2082603056919236e-05,85,0.0431385961705962
"control",16.628290428181284,4.546774111974598e-05,28339,0.045145221431762035
"prevention",16.578798772133993,4.66698402463492e-05,1731,0.04414462145910532
"everolimus",16.474436574000727,4.931047076397188e-05,353,0.04193996669840945
"leukaemia",16.35435239763314,5.253537520163877e-05,164,-0.04322323615835133
"chlorambucil",16.250639546041423,5.5490860122351224e-05,82,-0.043739516968495144
"lung",16.080804786948022,6.069615386390698e-05,2791,0.04101369606271565
"vehicle",16.040161201138545,6.201302021868474e-05,280,-0.066126190572078
"type",16.02253409336878,6.259304265954356e-05,4742,-0.04697209618147747
"iron",15.983731187201622,6.388915743060489e-05,305,-0.07467434600002694
"coronary",15.908307639391182,6.648624160089146e-05,1016,0.5311860436847389
"severely",15.782171408030305,7.106905724424966e-05,876,0.04814633820594091
"formoterol",15.674477246322652,7.523255696971369e-05,396,0.040739321655246956
"head",15.633917374508293,7.686348188267002e-05,468,0.04836095965913027
"delivered",15.575099823602649,7.929195787674239e-05,396,0.06150130372717823
"rituximab",15.55176341000529,8.027673527764087e-05,904,-0.041181991339894114
"symptomatic",15.548200988944163,8.042814532714612e-05,838,0.06719291868523834
"tremelimumab",15.54142538830363,8.071691531498797e-05,105,0.05548052861530166
"moderately",15.479518618239977,8.340411099259543e-05,1036,0.05085445620069361
"cyclophosphamide",15.40425128642092,8.679280994217483e-05,305,0.1331411793043308
"kontrolovane",15.231075118557449,9.512518367084544e-05,3,0.08498367657933895
"disorder",15.23058856300506,9.51496939115748e-05,1065,0.05846664632810879
"pet",15.230444970877596,9.515692858084375e-05,761,0.05650662717028137
"anaplastic",15.188369910964209,9.730084063013067e-05,129,0.12390168973736343
"subjects",15.085273697285068,0.00010276183094138624,16571,0.039601923830649
"tacrolimus",15.06235090176309,0.00010401737531749925,224,0.06330547369519733
"gemcitabine",15.003566351412639,0.00010730819030294896,600,-0.04143069067737089
"glycemic",14.908548004855195,0.00011285048069510441,584,0.06290929266654613
"osteoarthritis",14.763948647639292,0.00012184281857117584,304,0.07161422744260887
"radiotherapy",14.740246468560699,0.00012338415375139644,325,0.11459330583976629
"neck",14.651317201492269,0.00012934422009163414,372,-0.06716962776720603
"node",14.640146527484594,0.0001301130925207461,210,0.051624538845540115
"inhaler",14.637987329722954,0.00013026223893602517,420,-0.07673189408877477
"colorectal",14.637140010323549,0.00013032081446988733,708,-0.034920932364430564
"salmeterol",14.57866048131956,0.0001344282675096097,374,-0.0655450469503186
"based",14.545559494374158,0.00013681071071641965,1362,0.03994761201222803
"pain",14.490761985819665,0.0001408485792890475,1424,0.04424680840397104
"metformin",14.475887010785653,0.00014196523522690696,1218,0.11483626057028178
"cohort",14.417173452462709,0.00014646055394917064,343,-0.04576840131966212
"dysfunction",14.270348142363053,0.00015833966474649322,368,-0.06675802327896735
"carboplatin",14.251366514169245,0.00015994463419874262,702,-0.09963245492097605
"vinorelbine",14.188328590871302,0.00016539323013583154,116,-0.04567281008701246
"depressive",14.17445933946735,0.0001666168712445702,515,-0.06172298603333522
"ritonavir",14.108772544853025,0.00017253723381808596,367,-0.12689543398513556
"atopic",14.067527759959722,0.00017636246856208665,347,-0.0546360995605421
"recipients",14.019759376933207,0.00018089962969535948,420,-0.04296785649889032
"mtx",13.997129317357285,0.00018308995414743063,229,-0.04260019046821477
"pediatric",13.96769469466717,0.00018597890293267776,1343,-0.036040684807897294
"detemir",13.95946454394181,0.00018679485949342367,113,0.055976510431465995
"young",13.861296353071744,0.000196810094724675,270,0.0845821850490784
"pd",13.858828246378895,0.00019706874750344638,1922,0.07822750589353179
"disease",13.828981696115292,0.00020022385244885597,6665,0.04936234612378579
"propionate",13.804445252956999,0.00020285570314088384,442,0.04929070187863504
"dermatitis",13.645985411251916,0.00022071272401679126,346,0.049269858607277284
"irinotecan",13.641533571504382,0.0002212366596491536,242,0.05985502764555399
"melphalan",13.600347242952171,0.00022614369170665126,117,0.042402032420267965
"dlbcl",13.592630928006141,0.00022707515735636885,154,0.08580919728699488
"obese",13.570459458848166,0.00022977312953569989,209,0.03942875154432453
"sunitinib",13.557427281274652,0.00023137402172499505,271,0.042407555614804505
"locally",13.530964922145358,0.00023465936596162384,1516,0.06102527236492397
"simvastatin",13.475298312741597,0.00024172475590057953,186,-0.043841449561512036
"investigators",13.466533308146989,0.00024285661367048867,7,0.04428833101431082
"respimat",13.462665842933227,0.00024335773073405953,290,0.04280107908110798
"effects",13.29221370800462,0.0002665106177026388,1905,-0.07553607688954708
"linfoma",13.259876023317766,0.00027114758083382137,288,0.052053069439647943
"allergic",13.223829714942909,0.00027641225540870576,428,0.0409069854698073
"elective",13.215526458017028,0.00027763950202696583,416,0.5421477488639312
"otevrena",13.208654988418745,0.0002786592788174451,3,-0.06063254897480668
"add",13.151013532135616,0.00028736376141233434,2523,-0.04588416733317269
"knee",13.057404800141914,0.00030208771831328465,449,0.06137537714672127
"failure",12.980072787705073,0.0003148237285673038,1300,0.039196662151148746
"hodgkins",12.899573304353584,0.0003286570506511531,7,-0.052661077399435874
"bosutinib",12.658838274069932,0.00037379440799436897,79,0.04807564881339088
"kettos",12.620242783271317,0.0003815917676994974,1,-0.08880788598909733
"alemtuzumab",12.609079985131348,0.00038387740380131495,81,-0.2723899128581293
"trials",12.433526841923044,0.00042169481224192543,175,0.07433884135404974
"ivabradine",12.388684314172563,0.00043194350143925726,162,0.046396215313006965
"persistent",12.375979601438065,0.0004348925731649054,776,0.05565788239032725
"stem",12.335859703504328,0.00044433942467578177,2051,0.03694588381749542
"refractario",12.308336782089196,0.00045093961831253667,178,-0.06383559608132403
"administered",12.26772760955001,0.0004608591134900178,3648,-0.050466139896731696
"bid",12.24553590858276,0.00046637257001540423,1475,0.0490393565953012
"harboring",12.22925083937856,0.00047046084807491126,106,0.04380582686163594
"fixed",12.222554765697708,0.00047215233637685296,1346,0.06071344487442669
"pomalidomide",12.222169148134725,0.0004722499335244348,119,0.039116554791675036
"ischemic",12.179506247190634,0.0004831743218636473,300,-0.09788671524102988
"haemophilia",12.171813818827356,0.0004851710392697101,125,-0.5516937525430703
"dialysis",12.161401059757601,0.0004878871438113706,530,-0.06085635542203325
"indacaterol",12.116374852747168,0.0004998097395784905,227,-0.03588560376735111
"nyilt",12.10770289325136,0.000502139564348949,1,0.039798738140948774
"vak",12.056348118092894,0.0005161630724988299,701,0.03406175547760408
"fusion",12.030493542038414,0.000523372164029497,988,0.0914864670799507
"urothelial",12.029928521352495,0.0005235308398158018,197,-0.0628593009767513
"probe",12.004860569283379,0.0005306198086594634,89,0.11885667786669617
"mcg",11.977244351026027,0.0005385416430763277,347,0.04432246380918685
"ulcerative",11.97710519451909,0.0005385818615824258,1011,0.038937625997662824
"received",11.82379476291273,0.0005847855501026638,392,-0.048721202930323664
"lupus",11.817893366340071,0.0005866419739343637,384,-0.06259681484695681
"aggressive",11.782461542866997,0.0005979136912225476,107,-0.03644385656491071
"anthracycline",11.655577900912498,0.0006401031651143311,149,0.057182182399918124
"cabazitaxel",11.629332992828845,0.0006491983068570443,43,0.04787334180655941
"labelled",11.56847889684586,0.0006707926977608135,138,-0.14561746032980422
"aspart",11.567593110209359,0.0006711123238911091,174,-0.2963785759245396
"finding",11.559938520773127,0.0006738808128675578,1053,-0.1028834771602416
"systolic",11.54794914271156,0.0006782402994685838,205,0.04984735226773829
"doxorubicin",11.538181718210748,0.0006818129065588543,337,0.05129389115515735
"placebom",11.526951831393259,0.0006859439340213619,327,0.06779940588820918
"colitis",11.501106904279702,0.0006955475683803044,1050,-0.04282128255280975
"containing",11.455769589966867,0.0007127236616394164,490,0.05116601926174134
"vedotin",11.440683796504358,0.0007185334392135349,114,0.12320299647397348
"pemetrexed",11.417481670103935,0.0007275624734818248,339,0.06770629241338247
"rollover",11.377741148637723,0.0007432945263301755,104,0.14482301629578484
"lantus",11.277746471868102,0.0007844171864107265,119,-0.04920007525884901
"withdrawal",11.27444985307843,0.0007858113888103042,383,-0.04135959446639238
"leucemia",11.273065670767227,0.0007863975318721005,256,-0.0641580152230542
"mesylate",11.268808279835719,0.0007882031288421076,141,-0.04108095988272983
"ewing",11.258220675731557,0.0007927116105869266,60,0.05119945794581089
"lopinavir",11.25261078675832,0.0007951110028867611,75,0.047291635734065286
"eligible",11.251660936427262,0.0007955179870483605,258,0.03815903155850945
"hiv",11.198098680247519,0.0008188118758597737,933,-0.17860100179008176
"observation",11.17645244078533,0.0008284201831545477,216,-0.04825480889484069
"paclitaxel",11.126623046093613,0.0008509737981705604,977,-0.03947784245476373
"hcv",11.11065446938069,0.0008583319733714677,346,-0.09178284253175292
"braf",11.063704638698066,0.0008803407103245238,250,-0.053769344441778506
"morbidity",11.054360906280033,0.0008847883941627698,214,-0.03848468382443266
"doublet",10.909904439375431,0.000956514597028972,94,0.11805728145562319
"ix",10.874298599437441,0.0009750794964656734,3217,-0.03917107315493571
"rhinitis",10.830215804172537,0.0009985699865556212,254,0.07060236498827654
"newly",10.82477033253313,0.001001511166021975,755,0.035348894644909715
"qd",10.796340819105602,0.001017009235230456,259,0.0757301476905447
"edoxaban",10.761292857868401,0.0010364495670712847,91,0.054940299523451856
"total",10.696911090694833,0.0010731455999676265,406,0.06433852592195878
"intergroup",10.69542832116818,0.0010740060503799946,80,-0.06178251303893446
"sitagliptin",10.673713946269729,0.0010866871319482187,340,0.05171183522799657
"respiratory",10.623239825586332,0.0011167521659953517,285,-0.08988806351016743
"iiib",10.597249763144058,0.0011325600236715963,1189,0.04223215019492918
"controllato",10.5503389414305,0.0011616678323605758,827,-0.05495374272917162
"dvojito",10.517661324364077,0.0011823902584208474,324,-0.06759772617967995
"reference",10.496284619747446,0.0011961482278399639,316,-0.04343912636362961
"alzheimer",10.457424037951876,0.001221575058026201,829,0.055428168269390905
"program",10.434258454708875,0.0012369920251895838,225,0.04399363975056212
"aleatorizado",10.426454474172651,0.0012422298850595225,5034,0.03893665710753484
"physicians",10.357242160627475,0.0012896772705034236,22,0.033527918857790384
"pharmacokinetic",10.356953349246567,0.0012898790560845641,2941,0.11921424275900323
"fracture",10.28123363661488,0.0013439006337463346,277,-0.059497130074611396
"ponatinib",10.189062109745773,0.0014127615359579332,48,0.02945951844522302
"novartis",10.173753738617066,0.0014245395424305053,94,-0.04489279001240956
"expanded",10.135284234509166,0.0014545781227391877,146,0.06441123533435832
"ventricular",10.133625894683448,0.0014558873482381,307,0.07193565208889961
"mortality",10.095283305564486,0.0014864930623804927,269,0.07591054583304699
"taxane",10.077587547091582,0.0015008370699924947,272,0.04183245483098549
"emtansine",10.063280398758792,0.0015125367298942194,77,0.0405593921987056
"bms",10.044566273612475,0.0015279797431389719,401,0.08038986235275886
"novo",10.038819341075218,0.0015327541232813754,441,-0.06567233518933714
"pollen",10.037485461743547,0.0015338644291319767,186,-0.04461638304453399
"egfr",10.024418770720626,0.0015447841611963935,289,0.048843083997370314
"sofosbuvir",10.021182048518668,0.001547501210719729,86,0.07130625118695988
"secukinumab",9.944066502639428,0.0016136867974945223,394,0.0426717440299876
"children",9.90559845757797,0.001647767367256225,2024,-0.06572594061677782
"ibrutinib",9.821148180285086,0.001725166110289591,216,0.04208080121453994
"furoate",9.8160550919524,0.0017299500350861322,192,-0.049565665606904306
"inhalation",9.805792031719033,0.0017396309767559995,664,-0.041352663197440374
"unico",9.7954024360326,0.0017494871969281477,15,0.059243915177941434
"tivozanib",9.786354795102582,0.001758116441319441,47,0.03407771776085226
"left",9.778516526765397,0.0017656271016724934,285,0.04126940118863239
"advagraf",9.726839080284671,0.001815965226831034,63,-0.11272073849300138
"vinflunine",9.722802357497557,0.00181995805199188,67,-0.08469041341841241
"iia",9.671954052396334,0.0018710220648608643,855,-0.045265290569071866
"infarction",9.604915752698966,0.0019405717962655822,389,0.0498414590404442
"temozolomide",9.598930668379284,0.0019469071416004537,195,-0.0804735741139817
"gleevec",9.553796828333542,0.001995362578024974,50,-0.09924591882371911
