"celery","code","eggs","gluten","ingredients","lupin","milk","mustard","new_lang","nuts","peanut","sesame","source","soy","gluten_gs","eggs_gs","nuts_gs","milk_gs","peanut_gs","soy_gs","nuts_orig","milk_orig","gluten_orig","soy_orig","peanut_orig","eggs_orig"
2.0,4104420014701,0,0,"Italiaans: Pasta 74%: semola di grano duro; acqua; olio di palma ripieno al 26% 65% verdure (cipolle 24%; carote 21%; porro 16%; sedano 3%; spinaci 1%); pane grattugiato (farina di frumento; lievito); fiocchi di patate; grasso di palma non idrogenato; sale marino; spezie (in proporzione variabile: aglio; pepe; santoreggia); olio di semi di girasole; emulsionante: lecitina di soia Allergenen: Selderij; Gluten; Soja Sporen: Melk",0.0,0,0.0,"italian: pasta 74%: semolina of grain stand; water; oil of palma stuffed al 26% 65% verdure (onions. 24%; carrots 21%; further 16%; celery 3%; spinach 1%); pane grated (farina of wheat; yeast); flakes of potatoes; grasso of palma non hydrogenate; sale marino; spices (in proportion variable: garlic; pepe; sanctic); oil of semi of sunflower; emulsifying: lecithin of soybean allergen: celery; gluten; soy bean trace: milk",0,0,0.0,"alnatura",0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
2.0,4104420014701,0,2,"Zutaten / Inhaltsstoffe: Teig (74%): Hartweizengrieß*; Wasser; Palmöl*; Füllung (26%): Gemüse* 65% (in veränderlichen Gewichtsanteilen: Zwiebeln*; Karotten*; Lauch*; Sellerie*; Spinat*); Paniermehl* (Weichweizenmehl*; Hefe*); Kartoffelflocken*; ungehärtetes Palmfett*; Meersalz; Haferfaser*; Gewürze* (in veränderlichen Gewichtsanteilen: Knoblauch*; Pfeffer*; Bohnenkraut*); Sonnenblumenöl*; Emulgator: Sojalecithin*. Kann Spuren von Milch enthalten. * aus kontrolliert biologischem Anbau ** aus biologisch-dynamischer Landwirtschaft","",2,0.0,"ingredients / Inhaltsstoffe: dough (74%): durum wheat*; water; palm oil*; filling (26%): vegetables* 65% (in veränderlichen Gewichtsanteilen: onion*; carrot*; leek*; celery*; spinach*); breadcrumbs* (Weichweizenmehl*; yeast*); potato flakes*; ungehärtetes palm fat*; sea-salt; Haferfaser*; spices* (in veränderlichen Gewichtsanteilen: garlic*; pepper*; bean herb*); sunflower oil*; emulsifier: soy lecithin*. can traces von milk contain. * out of kontrolliert biologischem cultivation ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",2,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
2.0,4104420014701,0,2,"Teig 74 %: HARTWEIZENGRIEß*; Wasser; Füllung 26 %: Gemüse* 65 % (in veränderlichen Gewichtsanteilen: Zwiebeln*; Karotten*; Lauch*; SELLERIE*; Spinat*); Paniermehl* (WEIZENMEHL*; Hefe*); Kartoffelflocken*; Sonnenblumenöl*; Meersalz; Gewürze* (in veränderlichen Gewichtsanteilen: Knoblauch*; Pfeffer*; Bohnenkraut*); Emulgator: SOJALECITHIN* *aus kontrolliert biologischem Anbau. Kann Spuren von Milch enthalten.",0.0,2,0.0,"dough 74 %: durum wheat*; water; filling 26 %: vegetables* 65 % (in veränderlichen Gewichtsanteilen: onion*; carrot*; leek*; celery*; spinach*); breadcrumbs* (wheat flour*; yeast*); potato flakes*; sunflower oil*; sea-salt; spices* (in veränderlichen Gewichtsanteilen: garlic*; pepper*; bean herb*); emulsifier: soy lecithin* *out of kontrolliert biologischem cultivation. can traces von milk contain.",0,0,0.0,"migipedia",2,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
2.0,4104420014701,0,0,"Italiaans: Pasta 74%: semola di grano duro; acqua; olio di palma ripieno al 26% 65% verdure (cipolle 24%; carote 21%; porro 16%; sedano 3%; spinaci 1%); pane grattugiato (farina di frumento; lievito); fiocchi di patate; grasso di palma non idrogenato; sale marino; spezie (in proporzione variabile: aglio; pepe; santoreggia); olio di semi di girasole; emulsionante: lecitina di soia Allergenen: Selderij; Gluten; Soja Sporen: Melk",0.0,0,0.0,"italian: pasta 74%: semolina of grain stand; water; oil of palma stuffed al 26% 65% verdure (onions. 24%; carrots 21%; further 16%; celery 3%; spinach 1%); pane grated (farina of wheat; yeast); flakes of potatoes; grasso of palma non hydrogenate; sale marino; spices (in proportion variable: garlic; pepe; sanctic); oil of semi of sunflower; emulsifying: lecithin of soybean allergen: celery; gluten; soy bean trace: milk",0,0,0.0,"open_food_facts",0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
0.0,4104420015289,0,0,"Duits: Kokosraspel 100% Sporen: Noten; Pinda",0.0,0,0.0,"german: coconut 100% trace: nuts; peanut",1,2,0.0,"alnatura",0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0.0,4104420015289,0,0,"Zutaten / Inhaltsstoffe: Kokosraspeln*. Kann Spuren von erdnüssen; Mandeln und anderen Nüssen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: coconut*. can traces von peanut; almond and others nuts contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420015289,0,0,"Duits: Kokosraspel 100% Sporen: Noten; Pinda",0.0,0,0.0,"german: coconut 100% trace: nuts; peanut",1,2,0.0,"open_food_facts",0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,4104420016149,0,2,"Duits: Weizenmehl Type 1050 Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat flour type 1050 allergen: gluten trace: lupine; soy bean",0,0,0.0,"alnatura",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420016149,0,2,"Zutaten / Inhaltsstoffe: Weizenmehl 1050**. Kann Spuren von Lupinen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: wheat flour 1050**. can traces von lupins contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,4104420016149,0,2,"Duits: Weizenmehl Type 1050 Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat flour type 1050 allergen: gluten trace: lupine; soy bean",0,0,0.0,"open_food_facts",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420016545,0,0,"Duits: Weizengrieß Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat semolina allergen: gluten trace: lupine; soy bean",0,0,0.0,"alnatura",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420016545,0,2,"Zutaten / Inhaltsstoffe: Weizengrieß**. Kann Spuren von Lupinen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: wheat semolina**. can traces von lupins contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,4104420016545,0,0,"Duits: Weizengrieß Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat semolina allergen: gluten trace: lupine; soy bean",0,0,0.0,"open_food_facts",1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4104420016545,0,0,"tarwegries",1.0,0,0.0,"wheat semolina",0,0,0.0,"piccantino",0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,4104420016781,0,0,"Duits: Bio Dinkelkleie Allergenen: Gluten Sporen: Lupine; Melk; Noten; Pinda; Sesamzaad; Soja; de:nüssen",1.0,1,0.0,"german: bio thinking allergen: gluten trace: lupine; milk; nuts; peanut; sesame seed; soy bean; of:nuts",1,1,1.0,"alnatura",1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
0.0,4104420016781,0,0,"Zutaten / Inhaltsstoffe: Dinkelkleie*. Kann Spuren von erdnüssen; anderen Nüssen; Mandeln; Milch; Soja; Lupinen und Sesam enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",1,0.0,"ingredients / Inhaltsstoffe: thinking*. can traces von peanut; others nuts; almond; milk; soy bean; lupins and sesame contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",1,1,"","dasistdrin",1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
0.0,4104420016781,0,0,"Duits: Bio Dinkelkleie Allergenen: Gluten Sporen: Lupine; Melk; Noten; Pinda; Sesamzaad; Soja; de:nüssen",1.0,1,0.0,"german: bio thinking allergen: gluten trace: lupine; milk; nuts; peanut; sesame seed; soy bean; of:nuts",1,1,1.0,"open_food_facts",1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,4104420016781,0,0,"Speltzemelen",1.0,0,0.0,"spelled bran",0,0,1.0,"piccantino",0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,4104420018907,0,2,"Frans: Flocons d'avoine complète* 42%; flocons d'épeautre complet* 19%; corn-flakes* 11% (maïs*; sucre de canne brut*; sel de mer; malt de maïs*); flocons de blé complet* 8%; chocolat au lait* 7% (sucre de canne brut*; beurre de cacao*; lait entier en poudre*; pâte de cacao*); miel*; riz* soufflé; épeautre* soufflé 2%; blé* soufflé 2%; agent d'enrobage: gomme arabique*; framboises* lyophilisées 1%; huile de tournesol*; cannelle de Ceylan* *de l'agriculture biologique Peut contenir des traces d'arachide; soja; amande; fruits à coque et sésame. Allergenen: Gluten; Melk; Pinda Sporen: Noten; Pinda; Sesamzaad; Soja",0.0,2,0.0,"frans: flakes d'oats complete* 42%; flakes d'spelled completely* 19%; corn-flakes* 11% (but*; sugar of cane brut*; salt of mer; malt of but*); flakes of wheat completely* 8%; chocolat of lait* 7% (sugar of cane brut*; butter of cacao*; lait entire in powder*; dough of cacao*); honey*; riz* soufflé; spelled* soufflé 2%; wheat* soufflé 2%; agent d'coating: and arabic*; raspberry* lyophilized 1%; oil of sunflower*; cinnamon of gazelle* *of l'agriculture biological can contain of the traces d'peanut; soy bean; almond; fruits has shell and sesame. allergen: gluten; milk; peanut trace: nuts; peanut; sesame seed; soy bean",1,0,1.0,"alnatura",1,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
0.0,4104420018907,0,2,"Zutaten / Inhaltsstoffe: Hafervollkornflocken* 42%; Dinkelvollkornflocken* 19%; Cornflakes* 11% (Mais*; Rohrohrzucker*; Meersalz; Maismalz*); Weizenvollkornflocken* 8%; Vollmilchschokolade* 7% (Rohrohrzucker*; Kakaobutter*; Vollmilchpulver*; Kakaomasse*); Honig*; Puffreis*; Dinkel* gepufft 2%; Weizen* gepufft 2%; Überzugsmittel: Gummi arabicum*; Himbeeren* gefriergetrocknet 1%; Sonnenblumenöl*; Zimt*. Kann Spuren von erdnüssen; anderen Nüssen; Mandeln; Soja und Sesam enthalten. * aus kontrolliert biologischem Anbau ** aus biologisch-dynamischer Landwirtschaft","",2,0.0,"ingredients / Inhaltsstoffe: the sea grains* 42%; wholemeal spelled flakes* 19%; cornflakes* 11% (more*; pipe sugar*; sea-salt; corn malt*); fully grain flakes* 8%; whole milk chocolate* 7% (pipe sugar*; cocoa butter*; milk powder*; cocoa*); honig*; Puffreis*; spelt* fluffy 2%; wheat* fluffy 2%; coat: gummi arabic*; raspberries* freezer 1%; sunflower oil*; cinnamon*. can traces von peanut; others nuts; almond; soy bean and sesame contain. * out of kontrolliert biologischem cultivation ** out of biologisch-dynamischer agriculture",1,1,"","dasistdrin",1,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
0.0,4104420018907,0,2,"Frans: Flocons d'avoine complète* 42%; flocons d'épeautre complet* 19%; corn-flakes* 11% (maïs*; sucre de canne brut*; sel de mer; malt de maïs*); flocons de blé complet* 8%; chocolat au lait* 7% (sucre de canne brut*; beurre de cacao*; lait entier en poudre*; pâte de cacao*); miel*; riz* soufflé; épeautre* soufflé 2%; blé* soufflé 2%; agent d'enrobage: gomme arabique*; framboises* lyophilisées 1%; huile de tournesol*; cannelle de Ceylan* *de l'agriculture biologique Peut contenir des traces d'arachide; soja; amande; fruits à coque et sésame. Allergenen: Gluten; Melk; Pinda Sporen: Noten; Pinda; Sesamzaad; Soja",0.0,2,0.0,"frans: flakes d'oats complete* 42%; flakes d'spelled completely* 19%; corn-flakes* 11% (but*; sugar of cane brut*; salt of mer; malt of but*); flakes of wheat completely* 8%; chocolat of lait* 7% (sugar of cane brut*; butter of cacao*; lait entire in powder*; dough of cacao*); honey*; riz* soufflé; spelled* soufflé 2%; wheat* soufflé 2%; agent d'coating: and arabic*; raspberry* lyophilized 1%; oil of sunflower*; cinnamon of gazelle* *of l'agriculture biological can contain of the traces d'peanut; soy bean; almond; fruits has shell and sesame. allergen: gluten; milk; peanut trace: nuts; peanut; sesame seed; soy bean",1,0,1.0,"open_food_facts",1,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
0.0,4104420018907,0,2,"43% volkoren havervlokken|19% volkoren speltvlokken|9;8% cornflakes|maïs|lecithine|9;4% volkorenvlokken|6;8% melkchocolade|ruwe rietsuiker|cacaoboter|melkpoeder|cacaomassa|honing|3% gepofte spelt|1;9% gepofte rijst|gevriesdroogde frambozen|zonnebloemolie|pure chocolade|cacaomassa|ruwe rietsuiker|cacaoboter|Ceylon kaneel",0.0,1,0.0,"43% whole grain oat flakes|19% whole grain speltvlokken|9;8% cornflakes|but|lecithine|9;4% volkorenvlokken|6;8% milk chocolate|rough cane sugar|cocoa butter|milk powder|cocoa mass|honey|3% gepofte spelt|1;9% gepofte rice|gevriesdroogde frambozen|sunflower oil|pure chocolate|cocoa mass|rough cane sugar|cocoa butter|ceylon kaneel",1,0,1.0,"piccantino",1,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,4104420020443,0,2,"Duits: Hafervollkornflocken* 24%; Dinkelvollkorn - grieß* 23%; Dinkelvollkornflocken* 16%; Cornflakes* (Maismehl*; Rohrohrzucker*; Meersalz); Zwiebeln* 5;7 %; Lauch* 4;4%; Karotten* 4;3 %; Sonnenblumenöl*; Meersalz; Tomatenpulver*; Zucchini*; Knoblauch*; Gewürze* (Pfeffer*; Macis*; Kur - kuma*); Kräuter* (Liebstöckelblätter*; Oregano*) *aus biologischer Landwirtschaft Allergenen: Gluten Sporen: Selderij; Eieren; Melk; Mosterd; Soja",0.0,1,1.0,"german: the sea grains* 24%; whole grain spelled - semolina* 23%; wholemeal spelled flakes* 16%; cornflakes* (corn flour*; pipe sugar*; sea-salt); onion* 5;7 %; leek* 4;4%; carrot* 4;3 %; sunflower oil*; sea-salt; tomato*; zucchini*; garlic*; spices* (pepper*; macis*; where - same to you*); herbs* (lovelage leaves*; oregano*) *out of biological agriculture allergen: gluten trace: celery; eggs; milk; mustard; soy bean",0,0,0.0,"alnatura",0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
1.0,4104420020443,0,0,"Zutaten / Inhaltsstoffe: 23;5% Vollkornhaferflocken*; 22% Vollkorndinkelgrieß*; 15;5% Vollkorndinkelflocken*; Cornflakes* (Mais*; Rohrohrzucker*; Meersalz; Maismalz*); 5;7% Zwiebeln*; 4;4% Lauch*; 4;3% Karotten*; Sonnenblumenöl*; Meersalz; 1;6% Tomaten*; 1;2% Zucchini*; Champignons*; Gewürze* (Knoblauch*; Pfeffer*; Macis*; Curcuma*); Kräuter* (Liebstöckelblätter*; Oregano*). Kann Spuren von Milch; Eiern; Soja; Senf und Sellerie enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,1.0,"ingredients / Inhaltsstoffe: 23;5% Vollkornhaferflocken*; 22% Vollkorndinkelgrieß*; 15;5% Vollkorndinkelflocken*; cornflakes* (more*; pipe sugar*; sea-salt; corn malt*); 5;7% onion*; 4;4% leek*; 4;3% carrot*; sunflower oil*; sea-salt; 1;6% tomatoes*; 1;2% zucchini*; mushrooms*; spices* (garlic*; pepper*; macis*; curcuma*); herbs* (lovelage leaves*; oregano*). can traces von milk; Eiern; soy bean; mustard and celery contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
1.0,4104420020443,0,2,"HAFERVOLLKORNFLOCKEN* 24 %; DINKELVOLLKORNGRIEß*¹ 23 %; DINKELVOLLKORNFLOCKEN*¹ 16 %; cornflakes* (Maismehl*; Rohrohrzucker*; Meersalz); Zwiebeln* 5;7 %; Lauch* 4;4 %; Karotten* 4;3 %; Sonnenblumenöl*; Meersalz; Tomatenpulver*; Zucchini*; Knoblauch*; Gewürze* (Pfeffer*; Macis*; Kurkuma*); Kräuter* (Liebstöckelblätter*; Oregano*) *aus biologischer Landwirtschaft ¹DINKEL IST EINE WEIZENART. Kann Spuren von Ei; Soja; Milch; Sellerie und Senf enthalten.",0.0,1,1.0,"the sea grains* 24 %; DINKELVOLLKORNGRIEß*¹ 23 %; wholemeal spelled flakes*¹ 16 %; cornflakes* (corn flour*; pipe sugar*; sea-salt); onion* 5;7 %; leek* 4;4 %; carrot* 4;3 %; sunflower oil*; sea-salt; tomato*; zucchini*; garlic*; spices* (pepper*; macis*; turmeric*); herbs* (lovelage leaves*; oregano*) *out of biological agriculture ¹DINKEL is one wheat species. can traces von no; soy bean; milk; celery and mustard contain.",0,0,0.0,"migipedia",1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,4104420020443,0,2,"Duits: Hafervollkornflocken* 24%; Dinkelvollkorn - grieß* 23%; Dinkelvollkornflocken* 16%; Cornflakes* (Maismehl*; Rohrohrzucker*; Meersalz); Zwiebeln* 5;7 %; Lauch* 4;4%; Karotten* 4;3 %; Sonnenblumenöl*; Meersalz; Tomatenpulver*; Zucchini*; Knoblauch*; Gewürze* (Pfeffer*; Macis*; Kur - kuma*); Kräuter* (Liebstöckelblätter*; Oregano*) *aus biologischer Landwirtschaft Allergenen: Gluten Sporen: Selderij; Eieren; Melk; Mosterd; Soja",0.0,1,0.0,"german: the sea grains* 24%; whole grain spelled - semolina* 23%; wholemeal spelled flakes* 16%; cornflakes* (corn flour*; pipe sugar*; sea-salt); onion* 5;7 %; leek* 4;4%; carrot* 4;3 %; sunflower oil*; sea-salt; tomato*; zucchini*; garlic*; spices* (pepper*; macis*; where - same to you*); herbs* (lovelage leaves*; oregano*) *out of biological agriculture allergen: gluten trace: celery; eggs; milk; mustard; soy bean",0,0,0.0,"open_food_facts",0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1.0,4104420020443,0,2,"24% volkoren havervlokken|23% Volkoren speltgriesmeel|16% volkoren speltvlokken|cornflakes|maïsmeel|ruwe rietsuiker|zeezout|5;7% uien|4;4% prei|4;3% wortel|zonnebloemolie|zeezout|tomatenpoeder|courgettes|knoflook|kruiden|peper|foelie|kurkuma|kruiden|lavas|",0.0,1,1.0,"24% whole grain oat flakes|23% whole grain spelled semolina|16% whole grain speltvlokken|cornflakes|corn flour|rough cane sugar|sea salt|5;7% onions|4;4% prei|4;3% wortel|sunflower oil|sea salt|tomatenpoeder|courgettes|knoflook|spices|peper|foelie|turmeric|spices|lavas|",0,0,0.0,"piccantino",1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
