"celery","code","eggs","gluten","ingredients","lupin","milk","mustard","new_lang","nuts","peanut","sesame","source","soy","nuts_gs","milk_gs","gluten_gs","soy_gs","peanut_gs","eggs_gs","nuts_proba0","nuts_proba1","nuts_orig","milk_proba0","milk_proba1","milk_orig","gluten_proba0","gluten_proba1","gluten_orig","soy_proba0","soy_proba1","soy_orig","peanut_proba0","peanut_proba1","peanut_orig","eggs_proba0","eggs_proba1","eggs_orig"
2.0,4104420014701.0,0,2,"Italiaans: Pasta 74%: semola di grano duro; acqua; olio di palma ripieno al 26% 65% verdure (cipolle 24%; carote 21%; porro 16%; sedano 3%; spinaci 1%); pane grattugiato (farina di frumento; lievito); fiocchi di patate; grasso di palma non idrogenato; sale marino; spezie (in proporzione variabile: aglio; pepe; santoreggia); olio di semi di girasole; emulsionante: lecitina di soia Allergenen: Selderij; Gluten; Soja Sporen: Melk",0.0,2,0.0,"italian: pasta 74%: semolina of grain stand; water; oil of palma stuffed al 26% 65% verdure (onions. 24%; carrots 21%; further 16%; celery 3%; spinach 1%); pane grated (farina of wheat; yeast); flakes of potatoes; grasso of palma non hydrogenate; sale marino; spices (in proportion variable: garlic; pepe; sanctic); oil of semi of sunflower; emulsifying: lecithin of soybean allergen: celery; gluten; soy bean traces: milk",0,0,0.0,"alnatura",1,0.0,1.0,2.0,2.0,0.0,0.0,0.9487912654876709,0.05000480264425278,0.0,0.0008509484468959272,0.059823330491781235,1.0,0.001134758465923369,0.12611515820026398,2.0,0.011950124055147171,0.9847933650016785,2.0,0.9992865920066833,0.00031314828083850443,0.0,0.9995481371879578,0.0002479956892784685,0.0
2.0,4104420014701.0,0,2,"Zutaten / Inhaltsstoffe: Teig (74%): Hartweizengrieß*; Wasser; Palmöl*; Füllung (26%): Gemüse* 65% (in veränderlichen Gewichtsanteilen: Zwiebeln*; Karotten*; Lauch*; Sellerie*; Spinat*); Paniermehl* (Weichweizenmehl*; Hefe*); Kartoffelflocken*; ungehärtetes Palmfett*; Meersalz; Haferfaser*; Gewürze* (in veränderlichen Gewichtsanteilen: Knoblauch*; Pfeffer*; Bohnenkraut*); Sonnenblumenöl*; Emulgator: Sojalecithin*. Kann Spuren von Milch enthalten. * aus kontrolliert biologischem Anbau ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: dough (74%): durum wheat*; water; palm oil*; filling (26%): vegetables* 65% (in veränderlichen Gewichtsanteilen: onion*; carrot*; leek*; celery*; spinach*); breadcrumbs* (Weichweizenmehl*; yeast*); potato flakes*; ungehärtetes palm fat*; sea-salt; Haferfaser*; spices* (in veränderlichen Gewichtsanteilen: garlic*; pepper*; bean herb*); sunflower oil*; emulsifier: soy lecithin*. can traces von milk contain. * out of kontrolliert biologischem cultivation ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",2,0.0,1.0,2.0,2.0,0.0,0.0,0.9971524477005005,0.0020433347672224045,0.0,0.9974362254142761,0.0006979491445235908,1.0,0.04118161275982857,0.0006799059920012951,2.0,0.0004689865745604038,0.00044554355554282665,2.0,0.9993116855621338,0.00035075709456577897,0.0,0.999626874923706,0.00021189240214880556,0.0
2.0,4104420014701.0,0,2,"Teig 74 %: HARTWEIZENGRIEß*; Wasser; Füllung 26 %: Gemüse* 65 % (in veränderlichen Gewichtsanteilen: Zwiebeln*; Karotten*; Lauch*; SELLERIE*; Spinat*); Paniermehl* (WEIZENMEHL*; Hefe*); Kartoffelflocken*; Sonnenblumenöl*; Meersalz; Gewürze* (in veränderlichen Gewichtsanteilen: Knoblauch*; Pfeffer*; Bohnenkraut*); Emulgator: SOJALECITHIN* *aus kontrolliert biologischem Anbau. Kann Spuren von Milch enthalten.",0.0,1,0.0,"dough 74 %: durum wheat*; water; filling 26 %: vegetables* 65 % (in veränderlichen Gewichtsanteilen: onion*; carrot*; leek*; celery*; spinach*); breadcrumbs* (wheat flour*; yeast*); potato flakes*; sunflower oil*; sea-salt; spices* (in veränderlichen Gewichtsanteilen: garlic*; pepper*; bean herb*); emulsifier: soy lecithin* *out of kontrolliert biologischem cultivation. can traces von milk contain.",0,0,0.0,"migipedia",2,0.0,1.0,2.0,2.0,0.0,0.0,0.9975423812866211,0.0015449603088200092,0.0,0.0019680652767419815,0.9435365796089172,1.0,0.01618153788149357,0.0005307256942614913,2.0,0.0005365059478208423,0.0004941326915286481,2.0,0.9994041919708252,0.00028364191530272365,0.0,0.9996381998062134,0.0002041768020717427,0.0
2.0,4104420014701.0,0,2,"Italiaans: Pasta 74%: semola di grano duro; acqua; olio di palma ripieno al 26% 65% verdure (cipolle 24%; carote 21%; porro 16%; sedano 3%; spinaci 1%); pane grattugiato (farina di frumento; lievito); fiocchi di patate; grasso di palma non idrogenato; sale marino; spezie (in proporzione variabile: aglio; pepe; santoreggia); olio di semi di girasole; emulsionante: lecitina di soia Allergenen: Selderij; Gluten; Soja Sporen: Melk",0.0,2,0.0,"italian: pasta 74%: semolina of grain stand; water; oil of palma stuffed al 26% 65% verdure (onions. 24%; carrots 21%; further 16%; celery 3%; spinach 1%); pane grated (farina of wheat; yeast); flakes of potatoes; grasso of palma non hydrogenate; sale marino; spices (in proportion variable: garlic; pepe; sanctic); oil of semi of sunflower; emulsifying: lecithin of soybean allergen: celery; gluten; soy bean traces: milk",0,0,0.0,"open_food_facts",1,0.0,1.0,2.0,2.0,0.0,0.0,0.9487912654876709,0.05000480264425278,0.0,0.0008509484468959272,0.059823330491781235,1.0,0.001134758465923369,0.12611515820026398,2.0,0.011950124055147171,0.9847933650016785,2.0,0.9992865920066833,0.00031314828083850443,0.0,0.9995481371879578,0.0002479956892784685,0.0
0.0,4104420015289.0,0,0,"Duits: Kokosraspel 100% Sporen: Noten; Pinda",0.0,0,0.0,"german: coconut 100% traces: nuts; peanut",2,0,0.0,"alnatura",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0010562902316451073,0.0030359956435859203,2.0,0.9985914826393127,0.00047359211021102965,0.0,0.9989757537841797,0.0005449072341434658,0.0,0.9989938139915466,0.0004455914895515889,0.0,0.9974036812782288,0.0006125782965682447,2.0,0.9996227025985718,0.0001764008920872584,0.0
0.0,4104420015289.0,0,0,"Zutaten / Inhaltsstoffe: Kokosraspeln*. Kann Spuren von erdnüssen; Mandeln und anderen Nüssen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: coconut*. can traces von peanut; almond and others nuts contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",2,1,"","dasistdrin",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0011226917849853635,0.00827489048242569,1.0,0.9985091090202332,0.000803282717242837,0.0,0.9990229606628418,0.0004507750563789159,0.0,0.9986907839775085,0.000740399700589478,0.0,0.0001855831651482731,0.9993985891342163,1.0,0.999632716178894,0.0001704598544165492,0.0
0.0,4104420015289.0,0,0,"Duits: Kokosraspel 100% Sporen: Noten; Pinda",0.0,0,0.0,"german: coconut 100% traces: nuts; peanut",2,0,0.0,"open_food_facts",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0010562902316451073,0.0030359956435859203,1.0,0.9985914826393127,0.00047359211021102965,0.0,0.9989757537841797,0.0005449072341434658,0.0,0.9989938139915466,0.0004455914895515889,0.0,0.9974036812782288,0.0006125782965682447,1.0,0.9996227025985718,0.0001764008920872584,0.0
0.0,4104420016149.0,0,2,"Duits: Weizenmehl Type 1050 Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat flour type 1050 allergen: gluten traces: lupine; soy bean",0,0,0.0,"alnatura",1,0.0,0.0,2.0,1.0,0.0,0.0,0.9976152181625366,0.0014224640326574445,0.0,0.9987173080444336,0.0004888168768957257,0.0,0.00062112498562783,0.0007110799779184163,2.0,0.01101721078157425,0.9867982268333435,1.0,0.9993069171905518,0.00028543692314997315,0.0,0.9996188879013062,0.00021094006660860032,0.0
0.0,4104420016149.0,0,2,"Zutaten / Inhaltsstoffe: Weizenmehl 1050**. Kann Spuren von Lupinen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: wheat flour 1050**. can traces von lupins contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,2.0,1.0,0.0,0.0,0.9976755976676941,0.0015512763056904078,0.0,0.9986114501953125,0.0006328487070277333,0.0,0.0008693441632203758,0.0010110588045790792,2.0,0.9988208413124084,0.0006724632112309337,0.0,0.9992764592170715,0.00047465579700656235,0.0,0.9996427297592163,0.00017224918701685965,0.0
0.0,4104420016149.0,0,2,"Duits: Weizenmehl Type 1050 Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat flour type 1050 allergen: gluten traces: lupine; soy bean",0,0,0.0,"open_food_facts",1,0.0,0.0,2.0,1.0,0.0,0.0,0.9976152181625366,0.0014224640326574445,0.0,0.9987173080444336,0.0004888168768957257,0.0,0.00062112498562783,0.0007110799779184163,2.0,0.01101721078157425,0.9867982268333435,1.0,0.9993069171905518,0.00028543692314997315,0.0,0.9996188879013062,0.00021094006660860032,0.0
0.0,4104420016545.0,0,2,"Duits: Weizengrieß Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat semolina allergen: gluten traces: lupine; soy bean",0,0,0.0,"alnatura",1,0.0,0.0,2.0,1.0,0.0,0.0,0.9975796341896057,0.0014916745712980628,0.0,0.9987310767173767,0.0005195157718844712,0.0,0.0005544641171582043,0.00089349749032408,2.0,0.0034944028593599796,0.9956621527671814,1.0,0.9992876648902893,0.0003046624769922346,0.0,0.9996242523193359,0.00017849278810899705,0.0
0.0,4104420016545.0,0,2,"Zutaten / Inhaltsstoffe: Weizengrieß**. Kann Spuren von Lupinen enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",0,0.0,"ingredients / Inhaltsstoffe: wheat semolina**. can traces von lupins contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",0,0,"","dasistdrin",0,0.0,0.0,2.0,1.0,0.0,0.0,0.9977200627326965,0.0014900283422321081,0.0,0.998643696308136,0.0006059702718630433,0.0,0.0008886472787708044,0.0011657672002911568,2.0,0.9988389611244202,0.000707063649315387,0.0,0.9991790652275085,0.0005885143182240427,0.0,0.9996446371078491,0.00016430785763077438,0.0
0.0,4104420016545.0,0,2,"Duits: Weizengrieß Allergenen: Gluten Sporen: Lupine; Soja",1.0,0,0.0,"german: wheat semolina allergen: gluten traces: lupine; soy bean",0,0,0.0,"open_food_facts",1,0.0,0.0,2.0,1.0,0.0,0.0,0.9975796341896057,0.0014916745712980628,0.0,0.9987310767173767,0.0005195157718844712,0.0,0.0005544641171582043,0.00089349749032408,0.0,0.0034944028593599796,0.9956621527671814,1.0,0.9992876648902893,0.0003046624769922346,0.0,0.9996242523193359,0.00017849278810899705,0.0
0.0,4104420016545.0,0,0,"tarwegries",1.0,0,0.0,"wheat semolina",0,0,0.0,"piccantino",0,0.0,0.0,2.0,1.0,0.0,0.0,0.9947437047958374,0.004381862934678793,0.0,0.9966402053833008,0.0008278214954771101,0.0,0.9986936450004578,0.0006711237947456539,2.0,0.9987152814865112,0.0005386084667406976,1.0,0.9979351758956909,0.0009339123498648405,0.0,0.9994502663612366,0.00025699366233311594,0.0
0.0,4104420016781.0,0,2,"Duits: Bio Dinkelkleie Allergenen: Gluten Sporen: Lupine; Melk; Noten; Pinda; Sesamzaad; Soja; de:nüssen",1.0,1,0.0,"german: bio thinking allergen: gluten traces: lupine; milk; nuts; peanut; sesame seed; soy bean; of:nuts",1,0,1.0,"alnatura",1,1.0,1.0,2.0,1.0,1.0,0.0,0.0014488212764263153,0.9974122643470764,1.0,0.00045995149412192404,0.9987167119979858,1.0,0.0007238356047309935,0.0008263821364380419,2.0,0.010452465154230595,0.9867631793022156,1.0,0.999047577381134,0.00031293430947698653,1.0,0.9996322393417358,0.00018356263171881437,0.0
0.0,4104420016781.0,0,2,"Zutaten / Inhaltsstoffe: Dinkelkleie*. Kann Spuren von erdnüssen; anderen Nüssen; Mandeln; Milch; Soja; Lupinen und Sesam enthalten. * aus ökologischer Landwirtschaft ** aus biologisch-dynamischer Landwirtschaft","",1,0.0,"ingredients / Inhaltsstoffe: thinking*. can traces von peanut; others nuts; almond; milk; soy bean; lupins and sesame contain. * out of ecological agriculture ** out of biologisch-dynamischer agriculture",1,1,"","dasistdrin",1,1.0,1.0,2.0,1.0,1.0,0.0,0.0018716035410761833,0.996142566204071,1.0,0.0005182562163099647,0.998862624168396,1.0,0.0020211595110595226,0.001041577197611332,2.0,0.0017828168347477913,0.9975906610488892,1.0,0.00017939774261321872,0.9993820190429688,1.0,0.9996211528778076,0.00022051570704206824,0.0
0.0,4104420016781.0,0,2,"Duits: Bio Dinkelkleie Allergenen: Gluten Sporen: Lupine; Melk; Noten; Pinda; Sesamzaad; Soja; de:nüssen",1.0,1,0.0,"german: bio thinking allergen: gluten traces: lupine; milk; nuts; peanut; sesame seed; soy bean; of:nuts",1,0,1.0,"open_food_facts",1,1.0,1.0,2.0,1.0,1.0,0.0,0.0014488212764263153,0.9974122643470764,1.0,0.00045995149412192404,0.9987167119979858,1.0,0.0007238356047309935,0.0008263821364380419,0.0,0.010452465154230595,0.9867631793022156,1.0,0.999047577381134,0.00031293430947698653,1.0,0.9996322393417358,0.00018356263171881437,0.0
0.0,4104420016781.0,0,2,"Speltzemelen",1.0,0,0.0,"spelled bran",1,0,1.0,"piccantino",0,1.0,1.0,2.0,1.0,1.0,0.0,0.18001636862754822,0.8179847002029419,1.0,0.9802961945533752,0.017997082322835922,1.0,0.04409581422805786,0.00621858099475503,0.0,0.499376118183136,0.4892745316028595,1.0,0.9982299208641052,0.0007366281934082508,1.0,0.999455988407135,0.00034512035199441016,0.0
0.0,4104420018907.0,0,2,"Frans: Flocons davoine complète* 42%; flocons dépeautre complet* 19%; corn-flakes* 11% (maïs*; sucre de canne brut*; sel de mer; malt de maïs*); flocons de blé complet* 8%; chocolat au lait* 7% (sucre de canne brut*; beurre de cacao*; lait entier en poudre*; pâte de cacao*); miel*; riz* soufflé; épeautre* soufflé 2%; blé* soufflé 2%; agent denrobage: gomme arabique*; framboises* lyophilisées 1%; huile de tournesol*; cannelle de Ceylan* *de lagriculture biologique Peut contenir des traces darachide; soja; amande; fruits à coque et sésame. Allergenen: Gluten; Melk; Pinda Sporen: Noten; Pinda; Sesamzaad; Soja",0.0,1,0.0,"frans: flakes doats complete* 42%; flakes dspelled completely* 19%; corn-flakes* 11% (but*; sugar of cane brut*; salt of mer; malt of but*); flakes of wheat completely* 8%; chocolat of lait* 7% (sugar of cane brut*; butter of cacao*; lait entire in powder*; dough of cacao*); honey*; riz* soufflé; spelled* soufflé 2%; wheat* soufflé 2%; agent dcoating: and arabic*; raspberry* lyophilized 1%; oil of sunflower*; cinnamon of gazelle* *of lagriculture biological can contain of the traces dpeanut; soy bean; almond; fruits has shell and sesame. allergen: gluten; milk; peanut traces: nuts; peanut; sesame seed; soy bean",0,0,1.0,"alnatura",0,1.0,2.0,2.0,1.0,1.0,0.0,0.8467378616333008,0.1518389880657196,0.0,0.002983318641781807,0.9899649024009705,2.0,0.04573846980929375,0.0013738282723352313,2.0,0.9968315958976746,0.002566093113273382,1.0,0.9992507100105286,0.00040862822788767517,0.0,0.9993589520454407,0.00044406630331650376,0.0
0.0,4104420018907.0,0,2,"Zutaten / Inhaltsstoffe: Hafervollkornflocken* 42%; Dinkelvollkornflocken* 19%; Cornflakes* 11% (Mais*; Rohrohrzucker*; Meersalz; Maismalz*); Weizenvollkornflocken* 8%; Vollmilchschokolade* 7% (Rohrohrzucker*; Kakaobutter*; Vollmilchpulver*; Kakaomasse*); Honig*; Puffreis*; Dinkel* gepufft 2%; Weizen* gepufft 2%; Überzugsmittel: Gummi arabicum*; Himbeeren* gefriergetrocknet 1%; Sonnenblumenöl*; Zimt*. Kann Spuren von erdnüssen; anderen Nüssen; Mandeln; Soja und Sesam enthalten. * aus kontrolliert biologischem Anbau ** aus biologisch-dynamischer Landwirtschaft","",2,0.0,"ingredients / Inhaltsstoffe: the sea grains* 42%; wholemeal spelled flakes* 19%; cornflakes* 11% (more*; pipe sugar*; sea-salt; corn malt*); fully grain flakes* 8%; whole milk chocolate* 7% (pipe sugar*; cocoa butter*; milk powder*; cocoa*); honig*; Puffreis*; spelt* fluffy 2%; wheat* fluffy 2%; coat: gummi arabic*; raspberries* freezer 1%; sunflower oil*; cinnamon*. can traces von peanut; others nuts; almond; soy bean and sesame contain. * out of kontrolliert biologischem cultivation ** out of biologisch-dynamischer agriculture",1,0,"","dasistdrin",0,1.0,2.0,2.0,1.0,1.0,0.0,0.008989260531961918,0.9899981617927551,1.0,0.0004734951944556087,0.00071027158992365,2.0,0.0005745309754274786,0.0006594025180675089,2.0,0.9820713400840759,0.01726437173783779,1.0,0.9990801811218262,0.0006843815790489316,1.0,0.9996321201324463,0.00017667040810920298,0.0
